playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
leonade01,1951,5,18,USA,NY,Brooklyn,,,,,,,Dennis,Leonard,Dennis Patrick,190,73,R,R,9/4/1974,9/27/1986,leond001,leonade01,,5/18/1951
leonadu01,1892,4,16,USA,OH,Birmingham,1952,7,11,USA,CA,Fresno,Dutch,Leonard,Hubert Benjamin,185,70,L,L,4/12/1913,7/19/1925,leond102,leonadu01,7/11/1952,1892-04-16
leonadu02,1909,3,25,USA,IL,Auburn,1983,4,17,USA,IL,Springfield,Dutch,Leonard,Emil John,175,72,R,R,8/31/1933,9/25/1953,leond103,leonadu02,4/17/1983,3/25/1909
leonael01,1888,11,12,USA,CA,Napa,1981,5,27,USA,CA,Napa,Elmer,Leonard,Elmer Ellsworth,210,75,R,R,6/22/1911,7/27/1911,leone101,leonael01,5/27/1981,1888-11-12
leonaje01,1955,9,22,USA,PA,Philadelphia,,,,,,,Jeffrey,Leonard,Jeffrey,200,74,R,R,9/2/1977,10/3/1990,leonj001,leonaje01,,9/22/1955
leonajo01,1893,11,14,USA,IL,West Chicago,1920,5,1,USA,DC,Washington,Joe,Leonard,Joseph Howard,156,67,L,R,4/24/1914,4/23/1920,leonj101,leonajo01,5/1/1920,1893-11-14
leonama01,1964,8,14,USA,CA,Mountain View,,,,,,,Mark,Leonard,Mark David,195,73,L,R,7/21/1990,10/1/1995,leonm001,leonama01,,8/14/1964
leoned01,1946,8,11,USA,AZ,Tucson,,,,,,,Eddie,Leon,Eduardo Antonio,170,72,R,R,9/9/1968,5/4/1975,leone102,leoned01,,8/11/1946
leonedo01,1991,10,26,USA,CT,Norwich,,,,,,,Dominic,Leone,Dominic Joseph,215,70,R,R,4/6/2014,9/8/2022,leond003,leonedo01,,10/26/1991
leoneju01,1977,3,9,USA,NV,Las Vegas,,,,,,,Justin,Leone,Justin Paul,210,73,R,R,7/2/2004,7/21/2006,leonj003,leoneju01,,3/9/1977
leonhda01,1941,1,22,USA,VA,Arlington,,,,,,,Dave,Leonhard,David Paul,165,71,R,R,9/21/1967,9/20/1972,leond101,leonhda01,,1/22/1941
leoporu01,1905,7,27,USA,LA,Grand Cane,1965,9,3,USA,LA,Baton Rouge,Rudy,Leopold,Rudolph Matas,160,72,L,L,7/4/1928,7/25/1928,leopr101,leoporu01,9/3/1965,7/27/1905
leovijo01,1918,5,5,USA,OR,Portland,2000,2,3,USA,OR,Lincoln City,John,Leovich,John Joseph,200,72,R,R,5/1/1941,5/1/1941,leovj101,leovijo01,2/3/2000,5/5/1918
lepcite01,1929,7,28,USA,NY,Utica,2019,12,11,USA,MA,Dedham,Ted,Lepcio,Thaddeus Stanley,177,70,R,R,4/15/1952,9/11/1961,lepct101,lepcite01,12/11/2019,7/28/1929
leppedo01,1930,11,20,USA,TN,Memphis,2021,1,5,USA,MS,Olive Branch,Don,Leppert,Donald Eugene,175,68,L,R,4/11/1955,9/25/1955,leppd102,leppedo01,1/5/2021,11/20/1930
leppedo02,1931,10,19,USA,IN,Indianapolis,,,,,,,Don,Leppert,Donald George,220,74,R,R,6/18/1961,9/16/1964,leppd101,leppedo02,,10/19/1931
lerchdu01,1889,4,4,USA,MI,Detroit,1962,1,7,USA,MI,Detroit,Dutch,Lerchen,Bertram Roe,160,68,R,R,8/14/1910,10/8/1910,lercd101,lerchdu01,1/7/1962,1889-04-04
lerchge01,1922,12,1,USA,MI,Detroit,2014,3,26,USA,MI,Garden City,George,Lerchen,George Edward,175,71,B,R,4/15/1952,9/13/1953,lercg101,lerchge01,3/26/2014,12/1/1922
lerchra01,1954,10,9,USA,CA,Sacramento,,,,,,,Randy,Lerch,Randy Louis,190,77,L,L,9/14/1975,6/22/1986,lercr001,lerchra01,,10/9/1954
lerewan01,1982,10,28,USA,PA,Carlisle,,,,,,,Anthony,Lerew,Anthony Allen,225,76,L,R,9/4/2005,7/20/2010,lerea001,lerewan01,,10/28/1982
leriawa01,1903,2,10,USA,MD,Baltimore,1929,10,22,USA,MD,Baltimore,Walt,Lerian,Walter Irvin,170,71,R,R,4/16/1928,10/5/1929,leriw101,leriawa01,10/22/1929,2/10/1903
leroyjo01,1975,4,19,USA,WA,Bellevue,2001,6,25,USA,IA,Sioux City,John,LeRoy,John Michael,175,75,R,R,9/26/1997,9/26/1997,leroj001,leroyjo01,6/25/2001,4/19/1975
leroylo01,1879,2,18,USA,WI,Omro,1944,10,10,USA,WI,Shawano,Louis,LeRoy,Louis Paul,180,70,R,R,9/22/1905,4/20/1910,lerol101,leroylo01,10/10/1944,1879-02-18
lerscba01,1944,9,7,USA,CO,Denver,2009,10,4,USA,CO,Aurora,Barry,Lersch,Barry Lee,175,72,B,R,4/8/1969,9/21/1974,lersb101,lerscba01,10/4/2009,9/7/1944
lerudst01,1984,10,13,USA,NV,Reno,,,,,,,Steven,Lerud,Steven James,220,73,L,R,8/30/2012,6/17/2013,lerus001,lerudst01,,10/13/1984
leshndo01,1946,11,25,USA,OH,Youngstown,2012,5,5,USA,NC,Raleigh,Don,Leshnock,Donald Lee,195,75,R,L,6/7/1972,6/7/1972,leshd101,leshndo01,5/5/2012,11/25/1946
leskacu01,1968,4,2,USA,PA,Homestead,,,,,,,Curt,Leskanic,Curtis John,180,72,R,R,6/27/1993,10/2/2004,leskc001,leskacu01,,4/2/1968
leslebr01,1958,9,11,USA,CA,Turlock,2013,4,27,USA,CA,Marina del Rey,Brad,Lesley,Bradley Jay,230,78,R,R,7/31/1982,10/4/1985,leslb001,leslebr01,4/27/2013,9/11/1958
lesliro01,1894,8,23,USA,TX,Bailey,1972,4,9,USA,TX,Sherman,Roy,Leslie,Roy Reid,175,73,R,R,9/6/1917,10/1/1922,leslr101,lesliro01,4/9/1972,1894-08-23
leslisa01,1905,7,26,USA,MS,Moss Point,1979,1,21,USA,MS,Pascagoula,Sam,Leslie,Samuel Andrew,192,72,L,L,10/6/1929,9/27/1938,lesls101,leslisa01,1/21/1979,7/26/1905
lestejo01,1984,1,7,USA,WA,Tacoma,,,,,,,Jon,Lester,Jonathan Tyler,249,76,L,L,6/10/2006,10/2/2021,lestj001,lestejo01,,1/7/1984
lestejo02,1994,7,17,USA,GA,Columbus,,,,,,,Josh,Lester,Joshua Benjamin,180,75,L,R,9/5/2022,9/6/2022,lestj002,lestejo02,,7/17/1994
letchch01,1915,10,3,USA,GA,Thomasville,1995,3,14,USA,FL,Tampa,Charlie,Letchas,Charlie,150,70,R,R,9/16/1939,9/29/1946,letcc101,letchch01,3/14/1995,10/3/1915
letchto01,1868,1,,USA,OH,Bryan,,,,,,,Tom,Letcher,Frederick Thomas,,72,L,,1891-09-27,1891-10-04,letct101,letchto01,,
levanje01,1926,7,15,USA,PA,Reading,1998,11,30,USA,PA,Reading,Jesse,Levan,Jesse Roy,172,72,L,R,9/27/1947,5/15/1955,levaj101,levanje01,11/30/1998,7/15/1926
leverdi01,1894,3,29,USA,TX,Georgetown,1957,2,20,USA,OR,Beaverton,Gorham,Leverett,Gorham Vance,190,71,R,R,5/6/1922,9/27/1929,leved101,leverdi01,2/20/1957,1894-03-29
leverho01,1889,2,4,USA,LA,Shreveport,1958,4,10,USA,FL,St. Petersburg,Horace,Leverette,Horace Wilbur,180,72,R,R,4/22/1920,5/8/1920,leveh101,leverho01,4/10/1958,1889-02-04
leverwa01,1888,7,21,USA,IL,Chicago,1973,3,19,USA,CA,Atascadero,Walt,Leverenz,Walter Fred,175,70,L,L,4/13/1913,7/23/1915,levew101,leverwa01,3/19/1973,1888-07-21
leveyji01,1906,9,13,USA,PA,Pittsburgh,1970,3,14,USA,TX,Dallas,Jim,Levey,James Julius,154,70,B,R,9/17/1930,10/1/1933,levej101,leveyji01,3/14/1970,9/13/1906
levinal01,1968,5,22,USA,IL,Park Ridge,,,,,,,Al,Levine,Alan Brian,180,75,L,R,6/22/1996,6/10/2005,levia001,levinal01,,5/22/1968
levisch01,1860,6,21,USA,MO,St. Louis,1926,10,16,USA,MO,St. Louis,Charlie,Levis,Charles H.,180,71,R,,1884-04-17,1885-10-01,levic101,levisch01,10/16/1926,1860-06-21
levisje01,1968,4,14,USA,PA,Philadelphia,,,,,,,Jesse,Levis,Jesse,180,69,L,R,4/24/1992,10/7/2001,levij001,levisje01,,4/14/1968
levraal01,1977,8,15,USA,MA,Fall River,,,,,,,Allen,Levrault,Allen Harry,240,75,R,R,6/13/2000,6/27/2003,levra001,levraal01,,8/15/1977
levsedu01,1898,4,29,USA,IA,Wyoming,1972,3,12,USA,MN,St. Louis Park,Emil,Levsen,Emil Henry,180,72,R,R,9/28/1923,7/31/1928,levsd101,levsedu01,3/12/1972,1898-04-29
levyed01,1916,10,28,USA,AL,Birmingham,2008,10,27,USA,FL,Titusville,Ed,Levy,Edward Clarence,190,77,R,R,4/16/1940,6/17/1944,levye101,levyed01,10/27/2008,10/28/1916
lewalde01,1953,8,11,USA,FL,Pensacola,,,,,,,Dennis,Lewallyn,Dennis Dale,200,76,R,R,9/21/1975,4/27/1982,lewad101,lewalde01,,8/11/1953
lewanda01,1928,1,6,USA,NY,Buffalo,1996,7,19,CAN,ON,Hamilton,Dan,Lewandowski,Daniel William,180,72,R,R,9/22/1951,9/30/1951,lewad102,lewanda01,7/19/1996,1/6/1928
lewicar01,1992,4,8,USA,NJ,Wyckoff,,,,,,,Artie,Lewicki,Arthur Michael,195,75,R,R,9/4/2017,9/5/2020,lewia001,lewicar01,,4/8/1992
lewis01,,,,USA,NY,Brooklyn,,,,,,,,Lewis,,,,,,1890-07-12,1890-07-12,lewiu101,lewis01,,
lewisbe01,1895,10,3,USA,NY,Tonawanda,1950,3,24,USA,NY,Tonawanda,Bert,Lewis,William Burton,176,74,R,R,4/19/1924,9/20/1924,lewib102,lewisbe01,3/24/1950,1895-10-03
lewisbi01,1904,10,15,USA,TN,Ripley,1977,10,24,USA,TN,Memphis,Bill,Lewis,William Henry,165,69,R,R,6/3/1933,9/27/1936,lewib101,lewisbi01,10/24/1977,10/15/1904
lewisbu01,1916,8,10,USA,NC,Gaston County,2011,2,18,USA,NC,Gastonia,Buddy,Lewis,John Kelly,175,73,L,R,9/16/1935,9/30/1949,lewib103,lewisbu01,2/18/2011,8/10/1916
lewisco01,1979,8,2,USA,CA,Bakersfield,,,,,,,Colby,Lewis,Colby Preston,240,76,R,R,4/1/2002,10/1/2016,lewic001,lewisco01,,8/2/1979
lewisda01,1967,8,28,USA,CA,Berkeley,,,,,,,Darren,Lewis,Darren Joel,180,72,R,R,8/21/1990,7/30/2002,lewid001,lewisda01,,8/28/1967
lewisdu01,1888,4,18,USA,CA,San Francisco,1979,6,17,USA,NH,Salem,Duffy,Lewis,George Edward,165,70,R,R,4/16/1910,6/6/1921,lewid101,lewisdu01,6/17/1979,1888-04-18
lewisfr01,1858,10,13,USA,NY,Buffalo,1945,6,5,USA,NY,Utica,Fred,Lewis,Frederick Miller,194,70,B,R,1881-07-02,1886-08-26,lewif101,lewisfr01,6/5/1945,1858-10-13
lewisfr02,1980,12,9,USA,MS,Hattiesburg,,,,,,,Fred,Lewis,Frederick Deshaun,205,74,L,R,9/1/2006,10/2/2012,lewif001,lewisfr02,,12/9/1980
lewisja01,1884,2,14,USA,PA,Pittsburgh,1956,2,25,USA,OH,Steubenville,Jack,Lewis,John David,158,68,R,R,9/16/1911,10/3/1915,lewij101,lewisja01,2/25/1956,1884-02-14
lewisje01,1984,5,16,USA,OH,Cincinnati,,,,,,,Jensen,Lewis,Jensen Daniel,240,75,R,R,7/16/2007,10/1/2010,lewij003,lewisje01,,5/16/1984
lewisji01,1955,10,12,USA,FL,Miami,,,,,,,Jim,Lewis,James Martin,190,75,R,R,9/12/1979,8/12/1985,lewij001,lewisji01,,10/12/1955
lewisji02,1964,7,20,USA,MI,Jackson,,,,,,,Jim,Lewis,James Steven,200,74,R,R,8/9/1991,10/5/1991,lewij002,lewisji02,,7/20/1964
lewisjo01,1939,8,10,USA,AL,Greenville,2018,7,29,USA,FL,Pensacola,Johnny,Lewis,Johnny Joe,189,73,L,R,4/14/1964,6/11/1967,lewij102,lewisjo01,7/29/2018,8/10/1939
lewisky01,1995,7,13,USA,GA,Snellville,,,,,,,Kyle,Lewis,Kyle Alexander,222,76,R,R,9/10/2019,8/8/2022,lewik001,lewisky01,,7/13/1995
lewisma01,1969,11,30,USA,OH,Hamilton,,,,,,,Mark,Lewis,Mark David,190,73,R,R,4/26/1991,5/30/2001,lewim001,lewisma01,,11/30/1969
lewisph01,1883,10,7,USA,PA,Pittsburgh,1959,8,8,USA,GA,Port Wentworth,Phil,Lewis,Philip,195,72,R,R,4/14/1905,9/29/1908,lewip101,lewisph01,8/8/1959,1883-10-07
lewisri01,1966,1,25,USA,IN,Muncie,2021,12,8,USA,FL,Melbourne,Richie,Lewis,Richie Todd,175,66,R,R,7/31/1992,6/4/1998,lewir001,lewisri01,12/8/2021,1/25/1966
lewisro01,1982,9,2,USA,WA,Seattle,,,,,,,Rommie,Lewis,Rommie Lee,230,77,L,L,4/28/2010,9/6/2011,lewir002,lewisro01,,9/2/1982
lewisro02,1999,6,5,USA,CA,Aliso Viejo,,,,,,,Royce,Lewis,Royce Oliver,200,74,R,R,5/6/2022,5/29/2022,lewir003,lewisro02,,6/5/1999
lewissc01,1965,12,5,USA,OR,Grants Pass,,,,,,,Scott,Lewis,Scott Allen,190,75,R,R,9/25/1990,7/22/1994,lewis001,lewissc01,,12/5/1965
lewissc02,1983,9,26,USA,CA,West Covina,,,,,,,Scott,Lewis,Scott Edwin,195,72,B,L,9/10/2008,4/10/2009,lewis002,lewissc02,,9/26/1983
leylaji99,1944,12,15,USA,OH,Toledo,,,,,,,Jim,Leyland,James Richard,175,71,R,R,,,leylj801,leylaji99,,12/15/1944
leyriji01,1963,12,27,USA,OH,Lakewood,,,,,,,Jim,Leyritz,James Joseph,190,72,R,R,6/8/1990,9/13/2000,leyrj001,leyriji01,,12/27/1963
leyte01,1947,2,21,USA,OR,Portland,,,,,,,Terry,Ley,Terrance Richard,190,72,L,L,8/20/1971,9/25/1971,ley-t101,leyte01,,2/21/1947
leyvani99,1953,8,16,USA,CA,Ontario,,,,,,,Nick,Leyva,Nicholas Tomas,165,71,R,R,,,leyvn801,leyvani99,,8/16/1953
libbyst01,1853,12,8,USA,ME,Scarborough,1935,3,31,USA,CT,Milford,Steve,Libby,Stephen Augustus,168,73,,,1879-05-10,1879-05-10,libbs101,libbyst01,3/31/1935,1853-12-08
liberad01,1987,5,12,USA,CA,Bellflower,,,,,,,Adam,Liberatore,Adam Joseph,243,75,L,L,4/17/2015,6/20/2018,libea001,liberad01,,5/12/1987
liberma01,1999,11,6,USA,AZ,Peoria,,,,,,,Matthew,Liberatore,Matthew Joseph,200,76,L,L,5/21/2022,10/5/2022,libem001,liberma01,,11/6/1999
libkeal01,1918,9,12,USA,WA,Tacoma,2003,3,7,USA,WA,Wenatchee,Al,Libke,Albert Walter,215,76,L,R,4/19/1945,9/29/1946,libka101,libkeal01,3/7/2003,9/12/1918
lickejo01,1960,4,4,USA,PA,Pittsburgh,,,,,,,John,Lickert,John Wilbur,175,71,R,R,9/19/1981,9/19/1981,lickj101,lickejo01,,4/4/1960
liddeda01,1966,6,15,USA,CA,Los Angeles,,,,,,,Dave,Liddell,David Alexander,190,72,R,R,6/3/1990,6/3/1990,liddd001,liddeda01,,6/15/1966
liddldo01,1925,5,25,USA,IL,Mount Carmel,2000,6,5,USA,IL,Mount Carmel,Don,Liddle,Donald Eugene,165,70,L,L,4/17/1953,9/19/1956,liddd101,liddldo01,6/5/2000,5/25/1925
lidgebr01,1976,12,23,USA,CA,Sacramento,,,,,,,Brad,Lidge,Bradley Thomas,210,77,R,R,4/26/2002,6/16/2012,lidgb001,lidgebr01,,12/23/1976
lidleco01,1972,3,22,USA,CA,Hollywood,2006,10,11,USA,NY,New York,Cory,Lidle,Cory Fulton,175,71,R,R,5/8/1997,10/1/2006,lidlc001,lidleco01,10/11/2006,3/22/1972
liebedu01,1910,2,1,USA,CA,Alameda,1961,12,31,USA,CA,Los Angeles,Dutch,Lieber,Charles Edwin,180,72,R,R,4/18/1935,4/26/1936,liebd101,liebedu01,12/31/1961,2/1/1910
liebejo01,1970,4,2,USA,IA,Council Bluffs,,,,,,,Jon,Lieber,Jonathan Ray,220,75,L,R,5/15/1994,9/5/2008,liebj001,liebejo01,,4/2/1970
liebemi01,1972,1,18,USA,CA,Glendale,,,,,,,Mike,Lieberthal,Michael Scott,170,72,R,R,6/30/1994,9/22/2007,liebm001,liebemi01,,1/18/1972
liebhgl01,1883,3,10,USA,IN,Milton,1956,7,13,USA,OH,Cleveland,Glenn,Liebhardt,Glenn John,175,70,R,R,10/2/1906,8/5/1909,liebg101,liebhgl01,7/13/1956,1883-03-10
liebhgl02,1910,7,31,USA,OH,Cleveland,1992,3,14,USA,NC,Winston-Salem,Glenn,Liebhardt,Glenn Ignatius,170,70,R,R,4/22/1930,8/9/1938,liebg102,liebhgl02,3/14/1992,7/31/1910
liefeje01,1974,8,17,USA,CA,Fontana,,,,,,,Jeff,Liefer,Jeffrey David,195,75,L,R,4/7/1999,9/30/2005,liefj001,liefeje01,,8/17/1974
liesefr01,1885,10,7,USA,WI,Berlin,1967,6,30,USA,CA,Los Angeles,Fred,Liese,Frederick Richard,150,68,L,L,4/14/1910,4/26/1910,liesf101,liesefr01,6/30/1967,1885-10-07
lightpa01,1991,3,29,USA,NJ,Colts Neck,,,,,,,Pat,Light,Patrick James,220,77,R,R,4/26/2016,9/30/2016,lighp001,lightpa01,,3/29/1991
ligteke01,1971,5,11,USA,SD,Rapid City,,,,,,,Kerry,Ligtenberg,Kerry Dale,185,74,R,R,8/12/1997,5/29/2005,ligtk001,ligteke01,,5/11/1971
lillabi01,1918,1,10,USA,CA,Goleta,2009,6,9,USA,CA,San Luis Obispo,Bill,Lillard,William Beverly,170,70,R,R,9/11/1939,9/24/1940,lillb102,lillabi01,6/9/2009,1/10/1918
lillage01,1913,11,12,USA,CA,Santa Barbara,1991,4,12,USA,CA,Goleta,Gene,Lillard,Robert Eugene,178,70,R,R,5/8/1936,5/20/1940,lillg101,lillage01,4/12/1991,11/12/1913
lillibo01,1930,6,2,USA,CA,Altadena,,,,,,,Bob,Lillis,Robert Perry,160,71,R,R,8/17/1958,9/17/1967,lillb101,lillibo01,,6/2/1930
lillibr01,1983,9,18,USA,WA,Everett,,,,,,,Brent,Lillibridge,Brent Stuart,185,71,R,R,4/26/2008,8/4/2013,lillb001,lillibr01,,9/18/1983
lillide01,1966,2,20,USA,FL,Winter Park,,,,,,,Derek,Lilliquist,Derek Jansen,200,72,L,L,4/13/1989,9/6/1996,lilld001,lillide01,,2/20/1966
lilliji01,1861,7,27,USA,CT,New Haven,1890,11,9,USA,MO,Kansas City,Jim,Lillie,James J.,,,R,,1883-05-17,1886-10-11,lillj101,lilliji01,1890-11-09,1861-07-27
lillyte01,1976,1,4,USA,CA,Lomita,,,,,,,Ted,Lilly,Theodore Roosevelt,195,72,L,L,5/14/1999,6/4/2013,lillt001,lillyte01,,1/4/1976
limmelo01,1925,3,10,USA,NY,New York,2007,4,1,USA,FL,Boca Raton,Lou,Limmer,Abraham Louis,190,74,L,L,4/22/1951,9/26/1954,limml101,limmelo01,4/1/2007,3/10/1925
linceti01,1984,6,15,USA,WA,Bellevue,,,,,,,Tim,Lincecum,Timothy LeRoy,170,71,L,R,5/6/2007,8/5/2016,linct001,linceti01,,6/15/1984
lincobr01,1985,5,25,USA,TX,Lake Jackson,,,,,,,Brad,Lincoln,Brad Eric,225,72,L,R,6/9/2010,4/8/2014,lincb001,lincobr01,,5/25/1985
lincoez01,1868,11,17,USA,MA,Raynham,1951,5,7,USA,MA,Taunton,Ezra,Lincoln,Ezra Perry,160,71,L,L,1890-05-02,1890-08-12,lince101,lincoez01,5/7/1951,1868-11-17
lincomi01,1975,4,10,USA,CA,Carmichael,,,,,,,Mike,Lincoln,Michael George,211,74,R,R,4/7/1999,5/31/2010,lincm001,lincomi01,,4/10/1975
lindad01,1983,7,17,USA,IN,Muncie,,,,,,,Adam,Lind,Adam Alan,195,74,L,L,9/2/2006,10/1/2017,linda001,lindad01,,7/17/1983
lindavi01,1877,10,28,USA,IA,Charles City,1927,2,13,USA,IA,St. Charles,Vive,Lindaman,Vivan Alexander,200,73,R,R,4/14/1906,7/13/1909,lindv101,lindavi01,2/13/1927,1877-10-28
lindbem01,1934,8,27,USA,IL,Kewanee,2008,8,27,USA,IL,Kewanee,Em,Lindbeck,Emerit Desmond,185,72,L,R,4/22/1960,5/1/1960,linde102,lindbem01,8/27/2008,8/27/1934
lindbjo01,1987,6,15,USA,IN,Lafayette,,,,,,,Josh,Lindblom,Joshua William,240,76,R,R,6/1/2011,5/25/2021,lindj004,lindbjo01,,6/15/1987
lindbpa01,1941,8,9,USA,KS,Chanute,2006,1,1,USA,TX,Arlington,Paul,Lindblad,Paul Aaron,185,73,L,L,9/15/1965,10/1/1978,lindp101,lindbpa01,1/1/2006,8/9/1941
lindca01,1903,9,19,USA,LA,New Orleans,1946,8,2,USA,NY,New York,Carl,Lind,Henry Carl,160,72,R,R,9/14/1927,6/28/1930,lindc104,lindca01,8/2/1946,9/19/1903
lindebo01,1878,6,7,USA,PA,Philadelphia,1951,12,19,USA,PA,Williamsport,Bob,Lindemann,John Frederick Mann,175,72,B,R,8/28/1901,8/31/1901,lindb101,lindebo01,12/19/1951,1878-06-07
lindeer01,1883,6,10,USA,NY,New York,1951,12,27,USA,NY,Brooklyn,Ernie,Lindemann,Ernest Theodore,182,70,R,R,6/28/1907,6/28/1907,linde101,lindeer01,12/27/1951,1883-06-10
lindeji01,1962,1,10,USA,IL,Evanston,,,,,,,Jim,Lindeman,James William,200,73,R,R,9/3/1986,8/11/1994,lindj001,lindeji01,,1/10/1962
lindejo01,1916,8,30,USA,CO,Greeley,1985,8,27,USA,CA,Newport Beach,Johnny,Lindell,John Harlan,217,76,R,R,4/18/1941,5/9/1954,lindj101,lindejo01,8/27/1985,8/30/1916
lindely01,1920,9,30,USA,WI,Rolling Prairie,1995,10,26,USA,WI,Beaver Dam,Lyman,Linde,Lyman Gilbert,185,71,R,R,9/11/1947,5/9/1948,lindl101,lindely01,10/26/1995,9/30/1920
lindeto01,1980,6,30,USA,WA,Edmonds,,,,,,,Todd,Linden,Todd Anthony,225,74,B,R,8/18/2003,9/30/2007,lindt001,lindeto01,,6/30/1980
lindewa01,1924,3,27,USA,IL,Chicago,2013,9,20,USA,IL,La Grange Park,Walt,Linden,Walter Charles,190,73,R,R,4/30/1950,5/8/1950,lindw101,lindewa01,9/20/2013,3/27/1924
lindgja01,1993,3,12,USA,MS,Biloxi,,,,,,,Jacob,Lindgren,Jacob Stephen,195,71,R,L,5/25/2015,6/12/2015,lindj005,lindgja01,,3/12/1993
lindja01,1946,6,8,USA,CO,Denver,,,,,,,Jack,Lind,Jackson Hugh,170,72,B,R,9/10/1974,9/22/1975,lindj103,lindja01,,6/8/1946
lindqca01,1919,5,9,USA,PA,Morris Run,2001,9,3,USA,PA,Blossburg,Carl,Lindquist,Carl Emil,185,74,R,R,9/27/1943,6/4/1944,lindc103,lindqca01,9/3/2001,5/9/1919
lindsbi01,1881,2,24,USA,NC,Madison,1963,7,14,USA,NC,Greensboro,Bill,Lindsay,William Gibbons,165,70,L,R,6/21/1911,7/23/1911,lindb102,lindsbi01,7/14/1963,1881-02-24
lindsbi02,1960,4,12,USA,NY,Staten Island,,,,,,,Bill,Lindsey,William Donald,195,75,R,R,7/18/1987,8/18/1987,lindb001,lindsbi02,,4/12/1960
lindsch01,1878,7,24,USA,PA,Beaver County,1941,1,25,USA,OH,Cleveland,Chris,Lindsay,Christian Haller,190,72,R,R,7/5/1905,10/7/1906,lindc101,lindsch01,1/25/1941,1878-07-24
lindsch02,1936,9,7,USA,IL,Chicago,2021,9,29,USA,IL,Lincoln,Charlie,Lindstrom,Charles William,175,71,R,R,9/28/1958,9/28/1958,lindc102,lindsch02,9/29/2021,9/7/1936
lindsdo01,1967,9,22,USA,TX,Austin,,,,,,,Doug,Lindsey,Michael Douglas,200,74,R,R,10/6/1991,10/2/1993,lindd001,lindsdo01,,9/22/1967
lindsfr01,1905,11,21,USA,IL,Chicago,1981,10,4,USA,IL,Chicago,Freddie,Lindstrom,Frederick Charles,170,71,R,R,4/15/1924,5/15/1936,lindf101,lindsfr01,10/4/1981,11/21/1905
lindsji01,1899,1,24,USA,LA,Greensburg,1963,10,25,USA,LA,Jackson,Jim,Lindsey,James Kendrick,175,73,R,R,5/1/1922,9/27/1937,lindj102,lindsji01,10/25/1963,1899-01-24
lindsjo01,1977,1,30,USA,MS,Hattiesburg,,,,,,,John,Lindsey,John William,255,74,R,R,9/8/2010,10/3/2010,lindj003,lindsjo01,,1/30/1977
lindsma01,1980,2,11,USA,ID,Rexburg,,,,,,,Matt,Lindstrom,Matthew Raymond,215,75,R,R,4/4/2007,9/26/2014,lindm001,lindsma01,,2/11/1980
lindsro01,1976,1,28,USA,AL,Opelika,,,,,,,Rod,Lindsey,Rodney Lee,175,68,R,R,9/2/2000,10/1/2000,lindr001,lindsro01,,1/28/1976
linebsc01,1976,8,4,USA,TX,Austin,,,,,,,Scott,Linebrink,Scott Cameron,220,75,R,R,4/15/2000,9/28/2011,lines001,linebsc01,,8/4/1976
liniaco01,1976,8,23,USA,CA,Encinitas,,,,,,,Cole,Liniak,Cole Edward,181,73,R,R,9/3/1999,4/5/2000,linic001,liniaco01,,8/23/1976
linkeed01,1911,11,9,USA,IL,Chicago,1988,6,21,USA,IL,Chicago,Ed,Linke,Edward Karl,180,71,R,R,4/27/1933,9/4/1938,linke101,linkeed01,6/21/1988,11/9/1911
linkfr01,1886,3,11,USA,OH,Columbus,1939,5,22,USA,TX,Houston,Fred,Link,Frederick Theodore,170,72,L,L,4/15/1910,8/25/1910,linkf101,linkfr01,5/22/1939,1886-03-11
linkjo01,1984,3,23,USA,OH,Columbus,,,,,,,Jon,Link,Jon Paul,205,72,R,R,4/20/2010,9/25/2010,linkj001,linkjo01,,3/23/1984
lintobo01,1902,4,18,USA,AR,Emerson,1980,4,3,USA,FL,Destin,Bob,Linton,Claud Clarence,185,72,L,R,4/26/1929,9/11/1929,lintb101,lintobo01,4/3/1980,4/18/1902
lintodo01,1965,2,9,USA,CA,Santa Ana,,,,,,,Doug,Linton,Douglas Warren,185,73,R,R,8/3/1992,4/18/2003,lintd001,lintodo01,,2/9/1965
lintro01,1921,1,1,USA,AL,Birmingham,2006,4,3,USA,OR,Portland,Royce,Lint,Royce James,165,73,L,L,4/13/1954,8/29/1954,lintr101,lintro01,4/3/2006,1/1/1921
lintzla01,1949,10,10,USA,CA,Martinez,,,,,,,Larry,Lintz,Larry,150,69,B,R,7/14/1973,5/30/1978,lintl101,lintzla01,,10/10/1949
linzph01,1939,6,4,USA,MD,Baltimore,2020,12,9,USA,VA,Leesburg,Phil,Linz,Philip Francis,180,73,R,R,4/13/1962,9/29/1968,linzp101,linzph01,12/9/2020,6/4/1939
linzyfr01,1940,9,15,USA,OK,Fort Gibson,,,,,,,Frank,Linzy,Frank Alfred,190,73,R,R,8/14/1963,9/2/1974,linzf101,linzyfr01,,9/15/1940
lipetan01,1929,7,6,USA,NY,Brooklyn,2016,11,17,USA,NY,Farmingdale,Angelo,LiPetri,Michael Angelo,180,73,R,R,4/25/1956,5/10/1958,lipea101,lipetan01,11/17/2016,7/6/1929
