playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,meFirst,meLast,meGiven,weight,height,bats,throws,debut,filGame,retroID,bbrefID,deathDate,birthDate
mckayco01,1974,1,11,CAN,BC,Vancouver,,,,,,,Cody,McKay,Cody Dean,212,72,L,R,9/22/2002,10/2/2004,mckac001,mckayco01,,1/11/1974
mckayda01,1950,3,14,CAN,BC,Vancouver,,,,,,,Dave,McKay,David Lawrence,195,73,B,R,8/22/1975,10/3/1982,mckad101,mckayda01,,3/14/1950
mckeeji01,1861,4,19,CAN,NB,St. John,1897,8,19,USA,MA,Boston,Jim,McKeever,James,170,70,R,,1884-04-17,1884-07-11,mckej102,mckeeji01,1897-08-19,1861-04-19
,,,,,,,,,,,,,,,,,,,,,,,,,
mclauba01,1862,,,Ireland,,,1921,2,13,USA,MA,Lowell,Barney,McLaughlin,Berrd,163,68,R,R,1884-08-02,1890-08-12,mclab103,mclauba01,2/13/1921,
mclaufr01,1857,,,Ireland,,,1917,4,5,USA,MA,Lowell,Frank,McLaughlin,Francis Edward,160,69,R,R,1882-08-09,1884-08-19,mclaf101,mclaufr01,4/5/1917,
mcleala01,1881,7,18,CAN,NB,Fredericton,1921,3,24,USA,MA,Boston,Larry,McLean,John Bannerman,228,77,R,R,4/26/1901,6/6/1915,mclel101,mcleala01,3/24/1921,1881-07-18
mcmange99,1846,6,28,Ireland,,,1918,10,2,USA,NY,New York,George,McManus,George,,,,,,,mcmag801,mcmange99,10/2/1918,1846-06-28
mcmanpa01,1859,10,18,Ireland,,,1917,5,19,USA,NY,Mount Hope,Pat,McManus,Patrick A.,,,,,1879-05-22,1879-08-13,mcmap101,mcmanpa01,5/19/1917,1859-10-18
mcmilge01,1863,9,1,CAN,ON,,1920,4,18,USA,OH,Cleveland,George,McMillan,George A.,175,68,,,1890-08-11,1890-08-22,mcmig101,mcmilge01,4/18/1920,1863-09-01
,,,,,,,,,,,,,,,,,,,,,,,,,
meadch01,1921,4,9,CAN,AB,Vermilion,2014,5,8,USA,CA,Victorville,Charlie,Mead,Charles Richard,185,73,L,R,8/28/1943,9/30/1945,meadc101,meadch01,5/8/2014,4/9/1921
mearsch01,1978,1,20,CAN,ON,Ottawa,,,,,,,Chris,Mears,Christopher Peter,190,76,R,R,6/29/2003,9/28/2003,mearc001,mearsch01,,1/20/1978
medid01,1996,12,18,D.R.,Distrito ciol,Santo Domingo Centro,,,,,,,Adonis,Medi,Adonis,187,73,R,R,9/20/2020,9/3/2022,media001,medid01,,12/18/1996
medinra01,1975,2,15,Pama,Pama,Pama,,,,,,,Rafael,Medi,Rafael Eduardo,194,75,R,R,4/2/1998,9/26/1999,medir001,medinra01,,2/15/1975
medinyo01,1988,7,27,Venezuela,Carabobo,Puerto Cabello,,,,,,,Yoervis,Medi,Yoervis Jose,245,75,R,R,4/16/2013,7/26/2015,mediy001,medinyo01,,7/27/1988
meekda01,1867,3,14,Czech Republic,,,1922,12,22,USA,MO,St. Louis,Dad,Meek,Frank J.,170,72,,,1889-05-10,1890-04-24,meekd101,meekda01,12/22/1922,1867-03-14
mejiaad01,1993,6,20,D.R.,Monsenor Nouel,Boo,,,,,,,Adalberto,Mejia,Adalberto,265,75,R,L,8/20/2016,9/28/2019,mejia001,mejiaad01,,6/20/1993
mejiaer01,1994,11,9,D.R.,Santo Domingo,Villa Mella,,,,,,,Erick,Mejia,Erick Augusto,195,71,B,R,9/5/2019,9/20/2020,mejie001,mejiaer01,,11/9/1994
mejiafr01,1995,10,27,D.R.,Peravia,Bani,,,,,,,Francisco,Mejia,Francisco Jose,188,68,B,R,9/1/2017,10/3/2022,mejif001,mejiafr01,,10/27/1995
mejiahu01,1997,3,3,Pama,Pama,Pama,,,,,,,Humberto,Mejia,Humberto Albert,244,76,R,R,8/7/2020,10/3/2021,mejih001,mejiahu01,,3/3/1997
mejiaje01,1989,10,11,D.R.,Azua,Tabara Arriba,,,,,,,Jenrry,Mejia,Jenrry Manuel,205,72,R,R,4/7/2010,7/26/2015,mejij001,mejiaje01,,10/11/1989
mejiaje02,1996,8,26,D.R.,Espaillat,Gaspar Herndez,,,,,,,J. C.,Mejia,Jean Carlos,240,77,R,R,5/21/2021,5/14/2022,mejij002,mejiaje02,,8/26/1996
mejiami01,1975,3,25,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Miguel,Mejia,Miguel,155,73,R,R,4/4/1996,9/29/1996,mejim001,mejiami01,,3/25/1975
mejiaro01,1930,8,9,Cuba,,Abreus,,,,,,,Roman,Mejias,Roman,175,72,R,R,4/13/1955,10/4/1964,mejir101,mejiaro01,,8/9/1930
mejiaro02,1972,4,14,D.R.,Hato Mayor,Hato Mayor del Rey,,,,,,,Roberto,Mejia,Roberto Antonio,160,71,R,R,7/15/1993,4/11/1997,mejir001,mejiaro02,,4/14/1972
mejiasa01,1952,5,9,D.R.,Santiago,Santiago,,,,,,,Sam,Mejias,Samuel Elias,170,72,R,R,9/6/1976,10/3/1981,mejis101,mejiasa01,,5/9/1952
melenfr01,1964,1,25,P.R.,,Rio Piedras,,,,,,,Francisco,Melendez,Francisco Javier,190,72,L,L,8/26/1984,10/1/1989,melef001,melenfr01,,1/25/1964
melenjo01,1965,9,2,P.R.,,guabo,,,,,,,Jose,Melendez,Jose Luis,175,74,R,R,9/11/1990,8/9/1994,melej001,melenjo01,,9/2/1965
melenlu01,1949,8,11,P.R.,,Aibonito,,,,,,,Luis,Melendez,Luis Antonio,165,72,R,R,9/7/1970,6/1/1977,melel101,melenlu01,,8/11/1949
mellake01,1993,8,2,D.R.,Monsenor Nouel,Boo,,,,,,,Keury,Mella,Keury,234,74,R,R,9/20/2017,6/17/2021,mellk001,mellake01,,8/2/1993
meloju01,1976,11,11,D.R.,Peravia,Bani,,,,,,,Juan,Melo,Juan Esteban,206,75,B,R,9/2/2000,10/1/2000,meloj001,meloju01,,11/11/1976
mendead01,1982,2,22,D.R.,Distrito ciol,Santo Domingo,,,,,,,Adalberto,Mendez,Adalberto,160,74,R,R,9/6/2010,10/1/2010,menda001,mendead01,,2/22/1982
mendeca01,1974,6,18,Venezuela,Distrito Federal,Caracas,,,,,,,Carlos,Mendez,Carlos Alberto,210,72,R,R,5/22/2003,9/28/2003,mendc002,mendeca01,,6/18/1974
mendedo01,1978,6,7,Venezuela,Lara,Barquisimeto,,,,,,,Doldo,Mendez,Doldo Alfonso,155,73,R,R,4/5/2001,7/6/2003,mendd001,mendedo01,,6/7/1978
mendejo99,1885,1,2,Cuba,Matanzas,Cardes,1928,10,31,Cuba,La Haba,La Haba,Jose,Mendez,Jose Colmer,152,70,R,R,,,,mendejo99,10/31/1928,1885-01-02
mendero01,1990,7,25,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Roman,Mendez,Roman Junior,245,75,R,R,7/8/2014,10/2/2015,mendr002,mendero01,,7/25/1990
mendeyo01,1995,1,17,Venezuela,Carabobo,Valencia,,,,,,,Yohander,Mendez,Yohander Manuel,230,76,L,L,9/5/2016,9/20/2019,mendy001,mendeyo01,,1/17/1995
mendoca01,1974,11,4,Venezuela,Bolivar,Ciudad Bolivar,,,,,,,Carlos,Mendoza,Carlos Ramon,160,71,L,L,9/3/1997,9/30/2000,mendc001,mendoca01,,11/4/1974
mendolu01,1983,10,31,Mexico,Veracruz,Veracruz,,,,,,,Luis,Mendoza,Luis Alonso,245,75,R,R,9/8/2007,9/6/2013,mendl001,mendolu01,,10/31/1983
mendoma01,1950,12,26,Mexico,Chihuahua,Chihuahua,,,,,,,Mario,Mendoza,Mario,170,71,R,R,4/26/1974,5/22/1982,mendm101,mendoma01,,12/26/1950
mendomi01,1934,12,3,Cuba,,Ceiba del Agua,,,,,,,Minnie,Mendoza,Cristobal Rigoberto,180,72,R,R,4/9/1970,6/7/1970,mendm103,mendomi01,,12/3/1934
mendora01,1972,6,15,Pama,Los Santos,Los Santos,,,,,,,Ramiro,Mendoza,Ramiro,154,74,R,R,5/25/1996,9/1/2005,mendr001,mendora01,,6/15/1972
menento01,1965,2,20,Cuba,La Haba,La Haba,,,,,,,Tony,Menendez,Antonio Gustavo,190,74,R,R,6/22/1992,5/31/1994,menet001,menento01,,2/20/1965
menesjo01,1992,5,6,Mexico,Siloa,Culiacan,,,,,,,Joey,Meneses,Joey,215,75,R,R,8/2/2022,10/5/2022,menej001,menesjo01,,5/6/1992
mercahe01,1974,4,29,P.R.,,Catano,,,,,,,Hector,Mercado,Hector Luis,205,75,L,L,4/4/2000,7/11/2003,merch002,mercahe01,,4/29/1974
mercaor01,1961,11,7,P.R.,,Arecibo,,,,,,,Orlando,Mercado,Orlando,180,72,R,R,9/13/1982,9/30/1990,merco001,mercaor01,,11/7/1961
mercaos01,1994,12,16,Colombia,Bolivar,Cartage,,,,,,,Oscar,Mercado,Oscar Mauricio,197,74,R,R,5/14/2019,7/9/2022,merco003,mercaos01,,12/16/1994
mercehe01,1969,7,23,D.R.,Distrito ciol,Santo Domingo,,,,,,,Henry,Mercedes,Henry Felipe,185,71,R,R,4/22/1992,9/21/1997,merch001,mercehe01,,7/23/1969
mercejo02,1971,3,5,D.R.,El Seibo,El Seibo,,,,,,,Jose,Mercedes,Jose Miguel,180,73,R,R,5/31/1994,9/24/2003,mercj001,mercejo02,,3/5/1971
mercelu01,1968,2,15,D.R.,San Pedro de Macoris,San Pedro de Macoris,2019,6,30,D.R.,San Pedro de Macoris,San Pedro de Macoris,Luis,Mercedes,Luis Roberto,180,72,R,R,9/8/1991,9/23/1993,mercl001,mercelu01,6/30/2019,2/15/1968
merceme01,1990,11,2,D.R.,El Seibo,El Seibo,,,,,,,Melvin,Mercedes,Melvin,250,75,R,R,8/15/2014,8/15/2014,mercm001,merceme01,,11/2/1990
merceor01,1966,11,2,P.R.,,Hato Rey,,,,,,,Orlando,Merced,Orlando Luis,180,72,B,R,6/27/1990,9/28/2003,merco002,merceor01,,11/2/1966
merceye01,1993,2,14,D.R.,La Roma,La Roma,,,,,,,Yermin,Mercedes,Yermin Francisco,245,71,R,R,8/2/2020,8/30/2022,mercy001,merceye01,,2/14/1993
mesajo01,1966,5,22,D.R.,Azua,Pueblo Viejo,,,,,,,Jose,Mesa,Jose Ramon Nova,170,75,R,R,9/10/1987,9/29/2007,mesaj001,mesajo01,,5/22/1966
mesame01,1987,1,31,D.R.,San Cristobal,Bajos de Hai,,,,,,,Melky,Mesa,Melquisedec,200,73,R,R,9/22/2012,7/31/2013,mesam001,mesame01,,1/31/1987
meulehe01,1967,6,23,Curacao,,Willemstad,,,,,,,Hensley,Meulens,Hensley Filemon Acasio,200,76,R,R,8/23/1989,5/14/1998,meulh001,meulehe01,,6/23/1967
michajo01,1893,8,12,Finland,,Tivalkoski,1968,4,16,USA,WI,Woodruff,John,Michaelson,John August,165,69,R,R,8/28/1921,8/30/1921,michj101,michajo01,4/16/1968,1893-08-12
mijarjo01,1984,10,29,Venezuela,Distrito Federal,Caracas,,,,,,,Jose,Mijares,Jose Manuel,265,71,L,L,9/13/2008,9/28/2013,mijaj001,mijarjo01,,10/29/1984
millafe01,1943,8,21,P.R.,,Yabucoa,,,,,,,Felix,Millan,Felix Berrdo,172,71,R,R,6/2/1966,8/12/1977,millf105,millafe01,,8/21/1943
millebi01,1879,5,23,Germany,Hesse,Bad Schwalbach,1957,9,8,USA,OH,Ashtabula,Bill,Miller,William Alexander,170,74,L,L,8/23/1902,8/23/1902,millb105,millebi01,9/8/1957,1879-05-23
milledo03,1883,2,4,CAN,ON,Chatham,1938,7,31,USA,NJ,Jersey City,Doc,Miller,Roy Oscar,170,70,L,L,5/4/1910,9/28/1914,milld106,milledo03,7/31/1938,1883-02-04
millejo01,1850,7,24,Germany,,,1891,8,28,USA,MN,White Bear Lake,Joe,Miller,Joseph Wick,169,70,,,1872-06-26,1875-07-28,millj101,millejo01,1891-08-28,1850-07-24
milleor01,1969,1,13,Pama,Bocas del Toro,Changuinola,,,,,,,Orlando,Miller,Orlando,180,73,R,R,7/8/1994,9/15/1997,millo001,milleor01,,1/13/1969
millira02,1973,12,30,Curacao,,Willemstad,,,,,,,Ralph,Milliard,Ralph Gregory,170,71,R,R,5/12/1996,9/27/1998,millr003,millira02,,12/30/1973
miyju01,1990,9,18,D.R.,Puerto Plata,Maimon,,,,,,,Juan,Miya,Juan Gustavo,210,76,R,R,9/1/2016,7/3/2022,mij001,miyju01,,9/18/1990
minosmi01,1923,11,29,Cuba,Matanzas,Perico,2015,3,1,USA,IL,Chicago,Minnie,Minoso,Saturnino Orestes Armas,175,70,R,R,4/19/1949,10/5/1980,minom101,minosmi01,3/1/2015,11/29/1923
miran01,1969,11,9,P.R.,,Arecibo,,,,,,,Angel,Miranda,Angel Luis,160,73,L,L,6/5/1993,6/6/1997,miraa001,miran01,,11/9/1969
mirar01,1989,1,10,Cuba,La Haba,La Haba,,,,,,,Ariel,Miranda,Ariel,190,74,L,L,7/3/2016,4/17/2018,miraa002,mirar01,,1/10/1989
miranjo01,1998,6,29,P.R.,,Mati,,,,,,,Jose,Miranda,Jose Francisco,210,74,R,R,5/2/2022,10/5/2022,miraj002,miranjo01,,6/29/1998
miranju01,1983,4,25,Cuba,,Consolacion del Sur,,,,,,,Juan,Miranda,Juan Miguel,220,72,L,L,9/18/2008,7/9/2011,miraj001,miranju01,,4/25/1983
miranwi01,1926,5,24,Cuba,,Velasco,1996,9,7,USA,MD,Baltimore,Willy,Miranda,Guillermo,150,69,B,R,5/6/1951,9/7/1959,miraw101,miranwi01,9/7/1996,5/24/1926
molinbe01,1974,7,20,P.R.,,Rio Piedras,,,,,,,Bengie,Moli,Benjamin Jose,190,71,R,R,9/21/1998,10/3/2010,molib001,molinbe01,,7/20/1974
molingu01,1982,2,24,Venezuela,La Guaira,La Guaira,,,,,,,Gustavo,Moli,Gustavo Eduardo,245,73,R,R,4/2/2007,4/28/2011,molig002,molingu01,,2/24/1982
molinjo01,1975,6,3,P.R.,,Bayamon,,,,,,,Jose,Moli,Jose Benjamin,250,72,R,R,9/6/1999,9/28/2014,molij001,molinjo01,,6/3/1975
molinya01,1982,7,13,P.R.,,Bayamon,,,,,,,Yadier,Moli,Yadier Benjamin,225,71,R,R,6/3/2004,10/5/2022,moliy001,molinya01,,7/13/1982
molledu01,1984,8,21,CAN,SK,Regi,,,,,,,Dustin,Molleken,Dustin Douglas,260,76,L,R,7/4/2016,7/29/2016,molld001,molledu01,,8/21/1984
mollwfr01,1890,6,16,Germany,,Koburg,1967,10,3,USA,FL,Bradenton,Fritz,Mollwitz,Frederick August,170,74,R,R,9/26/1913,9/28/1919,mollf101,mollwfr01,10/3/1967,1890-06-16
mosca01,1986,3,21,Venezuela,Miranda,Higuerote,,,,,,,Carlos,Mosterios,Carlos,205,73,R,R,4/5/2010,9/29/2010,moc001,mosca01,,3/21/1986
moncayo01,1995,5,27,Cuba,,Cienfuegos,,,,,,,Yoan,Moncada,Yoan Manuel,225,74,B,R,9/2/2016,10/5/2022,moncy001,moncayo01,,5/27/1995
mondera01,1971,3,12,D.R.,San Cristobal,San Cristobal,,,,,,,Raul,Mondesi,Raul Ramon,202,71,R,R,7/19/1993,5/27/2005,mondr002,mondera01,,3/12/1971
mongesi01,1951,4,11,Mexico,Sonora,Agua Prieta,,,,,,,Sid,Monge,Isidro Pedroza,185,74,B,L,9/12/1975,9/30/1984,mongs001,mongesi01,,4/11/1951
montafr01,1993,3,21,D.R.,San Cristobal,Saigua,,,,,,,Frankie,Montas,Francelis,255,74,R,R,9/2/2015,9/16/2022,montf001,montafr02,,3/21/1993
montalu01,1981,12,15,P.R.,,Bayamon,,,,,,,Luis,Montanez,Luis Anibal,195,73,R,R,4/28/2008,9/28/2011,montl001,montalu01,,12/15/1981
montara01,1964,3,31,P.R.,,Rio Piedras,,,,,,,Rafael,Montalvo,Rafael Edgardo,185,72,R,R,4/13/1986,4/13/1986,montr001,montara01,,3/31/1964
montawi01,1948,4,1,P.R.,,Catano,,,,,,,Willie,Montanez,Guillermo,170,72,L,L,4/12/1966,10/2/1982,montw101,montawi01,,4/1/1948
monteag01,1977,8,26,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Agustin,Montero,Agustin Alcantara,210,75,R,R,5/12/2006,6/28/2006,monta001,monteag01,,8/26/1977
monteau01,1943,11,19,Cuba,,Caibarien,1990,11,10,Mexico,Coahuila,Ramos Arizpe,Aurelio,Monteagudo,Aurelio Faustino,180,71,R,R,9/1/1963,9/28/1973,monta103,monteau01,11/10/1990,11/19/1943
monteel01,1998,8,17,D.R.,Distrito ciol,Santo Domingo Centro,,,,,,,Elehuris,Montero,Elehuris,235,75,R,R,5/1/2022,10/5/2022,monte001,monteel01,,8/17/1998
montefe01,1928,2,7,Mexico,Nuevo Leon,Monterrey,,,,,,,Felipe,Montemayor,Felipe Angel,185,74,L,L,4/14/1953,6/12/1955,montf101,montefe01,,2/7/1928
monteje01,1989,11,28,Venezuela,Carabobo,Guacara,,,,,,,Jesus,Montero,Jesus Alejandro,235,75,R,R,9/1/2011,10/3/2015,montj003,monteje01,,11/28/1989
montema01,1935,10,16,Cuba,,Caibarien,2000,1,19,Cuba,La Haba,La Haba,Manny,Montejo,Manuel,150,71,R,R,7/25/1961,9/15/1961,montm101,montema01,1/19/2000,10/16/1935
montemi01,1983,7,9,Venezuela,Distrito Federal,Caracas,,,,,,,Miguel,Montero,Miguel Angel,221,71,L,R,9/6/2006,4/5/2018,montm001,montemi01,,7/9/1983
montera01,1990,10,17,D.R.,San Cristobal,Higuerito,,,,,,,Rafael,Montero,Rafael,190,72,R,R,5/14/2014,10/5/2022,montr004,montera01,,10/17/1990
montere01,1916,3,12,Cuba,La Haba,La Haba,1973,9,14,USA,FL,Hialeah,Rene,Monteagudo,Rene,165,67,L,L,9/6/1938,9/30/1945,montr101,montere01,9/14/1973,3/12/1916
montoch01,1965,10,17,P.R.,,Florida,,,,,,,Charlie,Montoyo,Jose Carlos,170,70,R,R,9/7/1993,9/29/1993,montc001,montoch01,,10/17/1965
monzara01,1933,1,4,Venezuela,Zulia,Maracaibo,2001,8,10,Venezuela,Zulia,Maracaibo,Ramon,Monzant,Ramon Segundo,160,72,R,R,7/2/1954,4/25/1960,monzr101,monzara01,8/10/2001,1/4/1933
mooreje01,1855,,,CAN,ON,Windsor,1890,9,26,USA,MI,Wayne,Jerry,Moore,Jeremiah S.,170,71,L,,1884-04-17,1885-05-28,moorj105,mooreje01,1890-09-26,
,,,,,,,,,,,,,,,,,,,,,,,,,
moraan01,1955,5,25,Mexico,Coahuila,Rio Bravo,2015,6,12,Mexico,Coahuila,Saltillo,Andres,Mora,Andres,180,72,R,R,4/13/1976,5/6/1980,moraa101,moraan01,6/12/2015,5/25/1955
moralfr01,1986,1,24,Venezuela,Guarico,San Juan de los Morros,,,,,,,Franklin,Morales,Franklin Miguel,210,73,L,L,8/18/2007,7/31/2016,moraf001,moralfr01,,1/24/1986
moralfr02,1999,10,27,Venezuela,Guarico,San Juan de los Morros,,,,,,,Francisco,Morales,Francisco Javier,185,76,R,R,5/9/2022,8/2/2022,moraf002,moralfr02,,10/27/1999
moralje01,1949,2,18,P.R.,,Yabucoa,,,,,,,Jerry,Morales,Julio Ruben,155,70,R,R,9/5/1969,9/28/1983,moraj101,moralje01,,2/18/1949
moraljo01,1944,12,30,V.I.,St. Croix,Frederiksted,,,,,,,Jose,Morales,Jose Manuel,187,71,R,R,8/13/1973,6/4/1984,moraj001,moraljo01,,12/30/1944
moraljo02,1983,2,20,P.R.,,Rio Piedras,,,,,,,Jose,Morales,Jose Guillermo,200,71,B,R,9/8/2007,6/15/2011,moraj002,moraljo02,,2/20/1983
moralke01,1983,6,20,Cuba,Sancti Spiritus,Fomento,,,,,,,Kendrys,Morales,Kendrys,242,73,B,R,5/23/2006,6/11/2019,morak001,moralke01,,6/20/1983
moralos01,1992,10,30,Venezuela,Aragua,Villa de Cura,,,,,,,Osmer,Morales,Osmer Eduardo,196,75,R,R,8/16/2018,8/16/2018,morao001,moralos01,,10/30/1992
morame01,1972,2,2,Venezuela,Yaracuy,Agua Negra,,,,,,,Melvin,Mora,Melvin,200,71,R,R,5/30/1999,6/29/2011,moram002,morame01,,2/2/1972
moranjo01,1997,4,24,P.R.,,Mayaguez,,,,,,,Jovani,Moran,Jovani,167,73,L,L,9/12/2021,10/4/2022,moraj003,moranjo01,,4/24/1997
morbajo01,1979,10,2,D.R.,Santiago,Santiago,,,,,,,Jose,Morban,Jose,170,73,B,R,4/6/2003,9/28/2003,morbj001,morbajo01,,10/2/1979
morejad01,1999,2,27,Cuba,La Haba,La Haba,,,,,,,Adrian,Morejon,Adrian,224,71,L,L,7/21/2019,10/3/2022,morea001,morejad01,,2/27/1999
morejda01,1930,7,21,Cuba,La Haba,La Haba,2009,4,27,USA,FL,Miami,Danny,Morejon,Daniel,175,73,R,R,7/11/1958,8/3/1958,mored102,morejda01,4/27/2009,7/21/1930
morelch01,1999,6,24,D.R.,Santiago,Santiago,,,,,,,Christopher,Morel,Christopher Rafael,140,72,R,R,5/17/2022,10/5/2022,morec001,morelch01,,6/24/1999
morelra01,1974,8,15,D.R.,Santiago,Villa Gonzalez,,,,,,,Ramon,Morel,Ramon Rafael,175,74,R,R,7/6/1995,9/27/1997,morer001,morelra01,,8/15/1974
moren01,1955,6,6,Mexico,Veracruz,Soledad de Doblado,,,,,,,Angel,Moreno,Angel,165,69,L,L,8/15/1981,6/25/1982,morea101,moren01,,6/6/1955
morendi01,1987,7,21,Venezuela,Miranda,Higuerote,,,,,,,Diego,Moreno,Diego Rafael,235,73,R,R,6/22/2015,5/21/2017,mored001,morendi01,,7/21/1987
morened01,1980,7,30,Venezuela,Zulia,El Mojan,,,,,,,Edwin,Moreno,Edwin A.,195,73,R,R,4/7/2009,6/14/2009,moree001,morened01,,7/30/1980
morenga01,2000,2,14,Venezuela,Lara,Barquisimeto,,,,,,,Gabriel,Moreno,Gabriel Jose,195,71,R,R,6/11/2022,10/5/2022,moreg001,morenga01,,2/14/2000
morenjo01,1957,11,1,D.R.,Distrito ciol,Santo Domingo,2019,9,6,D.R.,Distrito ciol,Santo Domingo,Jose,Moreno,Jose de los Santos Mauricio,175,72,B,R,5/24/1980,5/11/1982,morej101,morenjo01,9/6/2019,11/1/1957
morenju01,1921,1,28,Cuba,,Guines,1987,1,2,USA,FL,Miami,Julio,Moreno,Julio,165,68,R,R,9/8/1950,6/26/1953,morej102,morenju01,1/2/1987,1/28/1921
morenju02,1975,2,28,Venezuela,La Guaira,Maiquetia,,,,,,,Juan,Moreno,Juan Carlos,205,73,L,L,5/17/2001,4/16/2002,morej001,morenju02,,2/28/1975
morenom01,1952,10,24,Pama,Chiriqui,Puerto Armuelles,,,,,,,Omar,Moreno,Omar Ren,180,74,L,L,9/6/1975,10/5/1986,moreo001,morenom01,,10/24/1952
morenor01,1977,4,27,Venezuela,Distrito Federal,Caracas,,,,,,,Orber,Moreno,Orber,225,75,R,R,5/25/1999,7/22/2004,moreo002,morenor01,,4/27/1977
moretda01,1996,4,15,D.R.,Elias Pi,Comendador,,,,,,,Dauri,Moreta,Dauri Michell,185,74,R,R,9/26/2021,9/22/2022,mored002,moretda01,,4/15/1996
moretro01,1949,9,16,P.R.,,Guayama,2020,12,7,P.R.,,Guayama,Roger,Moret,Rogelio,170,76,B,L,9/13/1970,6/16/1978,morer101,moretro01,12/7/2020,9/16/1949
morilju01,1983,11,5,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Juan,Morillo,Juan Bautista,190,73,R,R,9/24/2006,4/27/2009,morij001,morilju01,,11/5/1983
morneju01,1981,5,15,CAN,BC,New Westminster,,,,,,,Justin,Morneau,Justin Ernest George,220,76,L,R,6/10/2003,10/2/2016,mornj001,morneju01,,5/15/1981
moronre01,1993,1,6,D.R.,Santiago,Santiago,,,,,,,Reyes,Moronta,Reyes Armando,265,70,R,R,9/5/2017,10/3/2022,moror001,moronre01,,1/6/1993
morriak01,1992,11,14,V.I.,St. Thomas,St. Thomas,,,,,,,Akeel,Morris,Akeel Jamael,205,73,R,R,6/17/2015,6/26/2018,morra001,morriak01,,11/14/1992
morrijo03,1859,,,CAN,ON,London,,,,,,,Jon,Morrison,Jothan W.,167,69,L,,1884-08-01,1887-05-02,morrj101,morrijo03,,
morrip01,1854,1,1,United Kingdom,Denbighshire,Rhuddlan,1884,12,9,USA,WI,Columbus,Pete,Morris,Peter R.,,,,,1884-05-14,1884-05-14,morrp102,morrip.01,1884-12-09,1854-01-01
moscogu01,1983,11,14,Venezuela,Aragua,Maracay,,,,,,,Guillermo,Moscoso,Guillermo Alejandro,200,73,R,R,5/30/2009,9/29/2013,moscg001,moscogu01,,11/14/1983
mosquju01,1972,1,29,Pama,Pama,Pama,,,,,,,Julio,Mosquera,Julio Alberto,185,72,R,R,8/17/1996,6/8/2005,mosqj001,mosquju01,,1/29/1972
mossda01,1976,11,24,Australia,New South Wales,Darlinghurst,,,,,,,Damian,Moss,Damian Joseph,187,72,R,L,4/26/2001,4/29/2004,mossd001,mossda01,,11/24/1976
motaan01,1966,3,4,D.R.,Distrito ciol,Santo Domingo,,,,,,,Andy,Mota,Andres Alberto,180,70,R,R,8/31/1991,10/6/1991,motaa001,motaan01,,3/4/1966
motada01,1975,10,9,D.R.,El Seibo,El Seibo,,,,,,,Danny,Mota,Daniel Avila,180,72,R,R,9/15/2000,10/1/2000,motad001,motada01,,10/9/1975
motagu01,1973,7,25,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Guillermo,Mota,Guillermo,240,78,R,R,5/2/1999,10/2/2012,motag001,motagu01,,7/25/1973
motajo01,1965,3,16,D.R.,Distrito ciol,Santo Domingo,2018,11,6,D.R.,,,Jose,Mota,Jose Manuel,155,69,B,R,5/24/1991,6/2/1995,motaj001,motajo01,11/6/2018,3/16/1965
motama01,1938,2,18,D.R.,Distrito ciol,Santo Domingo,,,,,,,Manny,Mota,Manuel Rafael,160,70,R,R,4/16/1962,9/1/1982,motam101,motama01,,2/18/1938
mountbi01,1858,12,11,CAN,ON,London,1894,5,19,CAN,ON,London,Bill,Mountjoy,William Henry,150,66,L,R,1883-09-29,1885-08-18,mounb101,mountbi01,1894-05-19,1858-12-11
moyaga01,1995,1,9,Venezuela,Zulia,Cabimas,,,,,,,Gabriel,Moya,Gabriel Jose,225,72,L,L,9/12/2017,9/29/2018,moyag001,moyaga01,,1/9/1995
moyast01,1991,8,9,P.R.,,Rio Piedras,,,,,,,Steven,Moya,Steven,260,79,L,R,9/1/2014,10/1/2016,moyas001,moyast01,,8/9/1991
moylape01,1978,12,2,Australia,Western Australia,Attadale,,,,,,,Peter,Moylan,Peter Michael,220,75,R,R,4/12/2006,7/28/2018,moylp001,moylape01,,12/2/1978
mujiced01,1984,5,10,Venezuela,Carabobo,Valencia,,,,,,,Edward,Mujica,Edward Jose,220,75,R,R,6/21/2006,8/12/2017,mujie001,mujiced01,,5/10/1984
mujicjo01,1996,6,29,Venezuela,Carabobo,Valencia,,,,,,,Jose,Mujica,Jose Angel,249,74,R,R,9/8/2020,9/27/2020,mujij001,mujicjo01,,6/29/1996
muldomi01,1856,4,,Ireland,Westmeath,Ballyloughloe,,,,,,,Mike,Muldoon,Michael D.,165,68,,,1882-05-01,1886-10-10,muldm101,muldomi01,,
mullato01,1859,1,30,Ireland,,Cork,1944,4,25,USA,IL,Chicago,Tony,Mullane,Anthony John,165,70,B,,1881-08-27,1894-07-26,mullt101,mullato01,4/25/1944,1859-01-30
