playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws
hayesvo01,1958,8,31,USA,CA,Stockton,,,,,,,Von,Hayes,Von Francis,185,77,L,R
hayhudi01,1981,3,24,USA,OH,Canton,,,,,,,Dirk,Hayhurst,Dirk Von,200,75,L,R
haynefr01,1871,11,3,USA,WI,Janesville,1929,1,14,USA,IL,Lake Forest,Fred,Hayner,Fred Ames,160,72,,
haynehe01,1968,11,30,USA,WV,Wheeling,,,,,,,Heath,Haynes,Heath Burnett,175,72,R,R
hayneji01,1972,9,5,USA,GA,La Grange,,,,,,,Jimmy,Haynes,Jimmy Wayne,185,76,R,R
haynejo01,1917,9,21,USA,GA,Lincolnton,1967,1,6,USA,MN,Hopkins,Joe,Haynes,Joseph Walton,190,74,R,R
haynena01,1979,9,7,USA,CA,Oakland,,,,,,,Nathan,Haynes,Nathan Raymond Quinn,180,69,L,L
haysau01,1995,7,5,USA,FL,Daytona Beach,,,,,,,Austin,Hays,Austin Charles Bryan,205,72,R,R
haywara01,1961,4,27,USA,OK,Enid,,,,,,,Ray,Hayward,Raymond Alton,190,73,L,L
haywobi01,1937,4,21,Panama,Colon,Colon,,,,,,,Bill,Haywood,William Kiernan,205,75,R,R
haywora01,1904,1,29,USA,NC,High Point,2002,9,25,USA,NC,Salisbury,Ray,Hayworth,Raymond Hall,180,72,R,R
haywore01,1916,5,14,USA,NC,High Point,2006,11,2,USA,NC,High Point,Red,Hayworth,Myron Claude,200,73,R,R
hazelje01,1987,8,14,USA,IN,Muncie,,,,,,,Jeremy,Hazelbaker,Jeremy Philip,190,75,L,R
hazewdr01,1959,9,2,USA,AL,Mobile,2013,7,28,USA,CA,Sacramento,Drungo,Hazewood,Drungo LaRue,210,75,R,R
hazlebo01,1930,12,9,USA,SC,Laurens,1992,4,25,USA,SC,Columbia,Bob,Hazle,Robert Sidney,190,72,L,R
hazledo01,1876,8,28,USA,VT,Strafford,1941,3,10,USA,VT,Burlington,Doc,Hazelton,Willard Carpenter,,,R,
headed01,1918,1,25,USA,LA,Selma,1980,1,31,USA,LA,Bastrop,Ed,Head,Edward Marvin,175,73,R,R
headje01,1982,11,15,USA,KS,Topeka,,,,,,,Jerad,Head,Jerad Lee,210,72,R,R
headlch01,1984,5,9,USA,CO,Fountain,,,,,,,Chase,Headley,Chase Jordan,215,74,B,R
headlo01,1990,4,23,USA,TX,Houston,,,,,,,Louis,Head,Louis Gibson,180,73,R,R
headra01,1893,8,30,USA,GA,Tallapoosa,1962,10,8,USA,AL,Muscadine,Ralph,Head,Ralph,175,70,R,R
healeto01,1853,,,USA,RI,Cranston,1891,2,6,USA,ME,Lewiston,Tom,Healey,Thomas F.,155,55,,R
healyfr01,1910,7,29,USA,MA,Holyoke,1997,2,12,USA,MA,Springfield,Francis,Healy,Francis Xavier Paul,175,69,R,R
healyfr02,1946,9,6,USA,MA,Holyoke,,,,,,,Fran,Healy,Francis Xavier,220,77,R,R
healyjo01,1866,10,27,USA,IL,Cairo,1899,3,16,USA,MO,St. Louis,Egyptian,Healy,John J.,158,74,R,R
healyry01,1992,1,10,USA,CA,West Hills,,,,,,,Ryon,Healy,Ryon Christopher,230,76,R,R
healyth01,1895,10,30,USA,PA,Altoona,1974,1,15,USA,OH,Lakewood,Thomas,Healy,Thomas Fitzgerald,172,72,R,R
heanean01,1991,6,5,USA,OK,Oklahoma City,,,,,,,Andrew,Heaney,Andrew M.,200,74,L,L
heardch01,1872,1,30,USA,PA,Philadelphia,1945,2,20,USA,PA,Philadelphia,Charlie,Heard,Charles,190,74,R,R
heardja01,1920,1,17,USA,GA,Athens,1999,11,18,USA,AL,Birmingham,Jay,Heard,Jehosie,155,67,L,L
hearnbu01,1891,5,21,USA,NC,Chapel Hill,1959,10,19,USA,NC,Wilson,Bunny,Hearn,Charles Bunn,190,71,L,L
hearnbu02,1904,1,13,USA,NY,Brooklyn,1974,3,31,USA,FL,Venice,Bunny,Hearn,Elmer Lafayette,160,68,L,L
hearned01,1887,9,17,USA,CA,Ventura,1952,9,8,USA,CA,Los Angeles,Ed,Hearne,Edmund,160,69,R,R
hearned02,1960,8,23,USA,FL,Stuart,,,,,,,Ed,Hearn,Edward John,215,75,R,R
hearnhu01,1873,4,18,USA,NY,Troy,1932,9,22,USA,NY,Troy,Hughie,Hearne,Hugh Joseph,182,68,R,R
hearnji01,1921,4,11,USA,GA,Atlanta,1998,6,10,USA,FL,Boca Grande,Jim,Hearn,James Tolbert,205,75,R,R
hearnta01,1994,8,30,USA,TX,Royse City,,,,,,,Taylor,Hearn,Taylor Lynn,230,78,L,L
hearrje01,1961,11,19,USA,CA,Long Beach,,,,,,,Jeff,Hearron,Jeffrey Vernon,195,73,R,R
heasljo01,1997,1,27,USA,TX,Plano,,,,,,,Jon,Heasley,Jonathan Paul,225,75,R,R
heathbi01,1939,3,10,USA,CA,Yuba City,,,,,,,Bill,Heath,William Chris,175,68,L,R
heathcl01,1898,1,24,USA,PA,Glen Rock,1939,1,18,USA,PA,York,Cliff,Heathcote,Clifton Earl,160,70,L,L
heathde01,1985,8,8,USA,GA,Atlanta,,,,,,,Deunte,Heath,Deunte Raymon,240,76,R,R
heathje01,1915,4,1,CAN,ON,Fort William,1975,12,9,USA,WA,Seattle,Jeff,Heath,John Geoffrey,200,71,L,R
heathje02,1959,11,18,USA,CA,Covina,,,,,,,Jeff,Heathcock,Ronald Jeffrey,205,76,R,R
heathke01,1957,9,4,USA,NY,Plattsburg,,,,,,,Kelly,Heath,Kelly Mark,155,67,R,R
heathmi01,1903,10,30,USA,OH,Toledo,1986,7,30,USA,TX,Dallas,Mickey,Heath,Minor Wilson,175,72,L,L
heathmi02,1955,2,5,USA,FL,Tampa,,,,,,,Mike,Heath,Michael Thomas,180,71,R,R
heathmi03,1969,5,16,USA,IL,Chicago,,,,,,,Mike,Heathcott,Michael Joseph,180,75,R,R
heathni01,1993,11,27,USA,GA,Atlanta,,,,,,,Nick,Heath,Nicholas James,190,73,L,L
heathsl01,1990,9,28,USA,TX,Texarkana,,,,,,,Slade,Heathcott,Zachary Slade,205,73,L,L
heathsp01,1893,11,5,USA,IL,Chicago,1930,1,25,USA,IL,Chicago,Spencer,Heath,Spencer Paul,170,72,B,R
heathto01,1913,8,18,USA,CO,Akron,1967,2,26,USA,CA,Los Gatos,Tommy,Heath,Thomas George,185,70,R,R
heatone01,1960,3,3,USA,NY,South Ozone Park,,,,,,,Neal,Heaton,Neal,197,73,L,L
heaveda01,1950,8,25,USA,WA,Ellensburg,,,,,,,Dave,Heaverlo,David Wallace,200,74,R,R
heberwa01,1907,8,21,USA,LA,Lake Charles,1999,12,8,USA,LA,Westlake,Wally,Hebert,Wallace Andrew,195,73,L,L
hebneri01,1947,11,26,USA,MA,Boston,,,,,,,Richie,Hebner,Richard Joseph,195,73,L,R
hebsobr01,1976,3,12,USA,GA,Columbus,,,,,,,Bryan,Hebson,Bryan McCall,210,77,R,R
hechaad01,1989,4,15,Cuba,Santiago de Cuba,Santiago de Cuba,,,,,,,Adeiny,Hechavarria,Adeiny,195,72,R,R
hechimi01,1890,2,14,USA,IL,Chicago,1967,8,13,USA,IL,Chicago,Mike,Hechinger,Michael Vincent,175,72,R,R
heckegu01,1856,4,3,USA,PA,Youngsville,1938,12,3,USA,OH,Wooster,Guy,Hecker,Guy Jackson,190,72,R,R
hedgeau01,1992,8,18,USA,CA,San Juan Capistrano,,,,,,,Austin,Hedges,Austin Charles,223,73,R,R
hedgpha01,1888,9,4,USA,NC,Fayetteville,1966,7,30,USA,VA,Richmond,Harry,Hedgpeth,Harry Malcolm,194,73,L,L
hedlumi01,1946,8,11,USA,TX,Dallas,,,,,,,Mike,Hedlund,Michael David,182,73,R,R
heepda01,1957,7,3,USA,TX,San Antonio,,,,,,,Danny,Heep,Daniel William,185,71,L,L
heffebe01,1965,3,3,USA,NY,Centereach,,,,,,,Bert,Heffernan,Bertram Alexander,185,70,L,R
heffnbo01,1938,9,13,USA,PA,Allentown,,,,,,,Bob,Heffner,Robert Frederic,200,76,R,R
heffndo01,1911,2,8,USA,PA,Rouzerville,1989,8,1,USA,CA,Pasadena,Don,Heffner,Donald Henry,155,70,R,R
heflibr01,1971,8,29,USA,TN,Clarksville,,,,,,,Bronson,Heflin,Bronson Wayne,195,75,R,R
heflira01,1918,9,11,USA,VA,Fredericksburg,1999,8,17,USA,NC,Hickory,Randy,Heflin,Randolph Rutherford,185,72,L,R
hefneje01,1986,3,11,USA,OK,Perkins,,,,,,,Jeremy,Hefner,Jeremy Scott,205,76,R,R
heganji01,1920,8,3,USA,MA,Lynn,1984,6,17,USA,MA,Lynn,Jim,Hegan,James Edward,195,74,R,R
heganmi01,1942,7,21,USA,OH,Cleveland,2013,12,25,USA,SC,Hilton Head,Mike,Hegan,James Michael,188,73,L,L
hegmabo01,1958,2,26,USA,MN,Springfield,,,,,,,Bob,Hegman,Robert Hilmer,180,73,R,R
hehlja01,1899,12,10,USA,NY,Brooklyn,1961,7,4,USA,NY,Brooklyn,Jake,Hehl,Herman Charles,180,71,R,R
heideja01,1949,7,11,USA,TX,Brenham,,,,,,,Jack,Heidemann,Jack Seale,175,72,R,R
heidrem01,1876,7,29,USA,PA,Queenstown,1916,1,20,USA,PA,Clarion,Emmet,Heidrick,R Emmet,185,72,L,R
heifefr01,1854,1,18,USA,PA,Reading,1893,8,29,USA,PA,Reading,Frank,Heifer,Franklin,175,70,,
heilblo99,1861,7,4,USA,IN,Fort Wayne,1933,12,21,USA,IN,Fort Wayne,Louie,Heilbroner,Louis Wilbur,,,,
heilech01,1872,8,10,USA,OH,Cincinnati,1940,7,19,USA,OH,Cincinnati,Chink,Heileman,John George,155,68,R,R
heilmaa01,1978,11,12,USA,IN,Logansport,,,,,,,Aaron,Heilman,Aaron Michael,230,77,R,R
heilmha01,1894,8,3,USA,CA,San Francisco,1951,7,9,USA,MI,Southfield,Harry,Heilmann,Harry Edwin,195,73,R,R
heimafr01,1901,1,27,USA,NJ,Camden,1973,6,1,USA,FL,Fort Myers,Fred,Heimach,Frederick Amos,175,72,L,L
heimjo01,1995,6,27,USA,NY,Buffalo,,,,,,,Jonah,Heim,Jonah Nathan,220,76,B,R
heimugo01,1955,9,24,USA,CA,Los Angeles,,,,,,,Gorman,Heimueller,Gorman John,195,76,L,L
heimva01,1920,11,4,USA,WI,Plymouth,2019,11,21,USA,NE,Superior,Val,Heim,Val Raymond,170,71,L,R
heinebu01,1900,9,22,USA,NY,Elmira,1976,9,2,USA,FL,Fort Lauderdale,Bud,Heine,William Henry,145,68,L,R
heinesc01,1992,12,4,USA,CA,Pacific Palisades,,,,,,,Scott,Heineman,Scott Matthew,220,73,R,R
heinety01,1991,6,19,USA,CA,Pacific Palisades,,,,,,,Tyler,Heineman,Tyler Andrew,199,70,B,R
heinkdo01,1959,10,20,USA,WI,Racine,,,,,,,Don,Heinkel,Donald Elliott,185,72,L,R
heintch01,1974,8,6,USA,NY,Syosset,,,,,,,Chris,Heintz,Christopher John,210,73,R,R
heintke01,1915,10,14,USA,MO,Peruque,2000,8,14,USA,MO,St. Peters,Ken,Heintzelman,Kenneth Alphonse,185,71,R,L
heintto01,1946,11,3,USA,MO,St. Charles,,,,,,,Tom,Heintzelman,Thomas Kenneth,180,73,R,R
heinzja01,1863,9,27,USA,IN,New Albany,1914,11,10,USA,KY,Louisville,Jack,Heinzman,John Peter,,,R,R
heisebo01,1947,5,12,USA,TX,San Antonio,,,,,,,Bob,Heise,Robert Lowell,175,72,R,R
heisech01,1984,12,14,USA,PA,Mount Joy,,,,,,,Chris,Heisey,Chris J.,220,73,R,R
heisecl01,1907,8,7,USA,KS,Topeka,1999,5,30,USA,FL,Winter Park,Clarence,Heise,Clarence Edward,172,70,L,L
heiseji01,1930,10,2,USA,PA,Scottdale,2011,4,21,USA,FL,Orlando,Jim,Heise,James Edward,185,73,R,R
heiseri01,1973,2,22,USA,IA,Atlantic,,,,,,,Rick,Heiserman,Richard Michael,225,79,R,R
heisero01,1942,6,22,USA,MD,Baltimore,,,,,,,Roy,Heiser,Leroy Barton,190,76,R,R
heismcr01,1880,4,16,USA,OH,Cincinnati,1951,11,19,USA,OH,Cincinnati,Crese,Heismann,Christian Ernst,175,74,R,L
heistal01,1927,10,5,USA,NY,Brooklyn,2006,10,2,USA,OK,Tahlequah,Al,Heist,Alfred Michael,185,74,R,R
heitmha01,1896,10,6,USA,NY,Albany,1958,12,15,USA,NY,Brooklyn,Harry,Heitmann,Henry Anton,175,72,R,R
heitmhe01,1883,5,25,USA,CA,San Francisco,1912,10,8,USA,CA,Los Angeles,Heinie,Heitmuller,William Frederick,215,74,R,R
heldme01,1929,4,12,USA,OH,Edon,,,,,,,Mel,Held,Melvin Nicholas,178,73,R,R
heldwo01,1932,3,25,USA,CA,Sacramento,2009,6,11,USA,WY,DuBois,Woodie,Held,Woodson George,167,70,R,R
helfaer01,1969,3,25,USA,PA,Erie,,,,,,,Eric,Helfand,Eric James,195,72,L,R
helfha01,1913,8,26,USA,TX,Austin,1984,10,27,USA,TX,Austin,Hank,Helf,Henry Hartz,196,73,R,R
helfrty01,1890,10,9,USA,NJ,Pleasantville,1955,3,18,USA,NJ,Pleasantville,Ty,Helfrich,Emory Wilbur,178,70,R,R
hellebe01,1991,8,5,USA,WI,Milwaukee,,,,,,,Ben,Heller,Benjamin,210,75,R,R
helli01,,,,USA,PA,Philadelphia,,,,,,,,Hellings,,,,,
hellije01,1987,4,8,USA,IA,Des Moines,,,,,,,Jeremy,Hellickson,Jeremy Robert,190,73,R,R
helliri01,1970,12,15,USA,ND,Devils Lake,,,,,,,Rick,Helling,Ricky Allen,215,75,R,R
hellmto01,1861,5,29,USA,OH,Cincinnati,1898,3,29,USA,OH,Cincinnati,Tony,Hellman,Anthony Joseph,175,69,R,
hellwjo01,1988,10,29,USA,MI,Ann Arbor,,,,,,,Johnny,Hellweg,Johnny David,220,80,R,R
helmbho01,1867,8,27,USA,PA,Philadelphia,1939,11,18,USA,NC,Lake Lure,Horace,Helmbold,Horace Willing,,69,,
helmsto01,1941,5,5,USA,NC,Charlotte,,,,,,,Tommy,Helms,Tommy Vann,165,70,R,R
helmswe01,1976,5,12,USA,NC,Gastonia,,,,,,,Wes,Helms,Wesley Ray,230,76,R,R
helslry01,1994,7,18,USA,OK,Tahlequah,,,,,,,Ryan,Helsley,Ryan Dalton,230,74,R,R
heltoto01,1973,8,20,USA,TN,Knoxville,,,,,,,Todd,Helton,Todd Lynn,220,74,L,L
heltzhe01,1913,12,21,USA,PA,York,1998,5,1,USA,PA,York,Heinie,Heltzel,William Wade,150,70,R,R
hemanru01,1933,2,10,USA,CA,Olive,,,,,,,Russ,Heman,Russell Frederick,200,76,R,R
hembrhe01,1989,1,13,USA,SC,Spartanburg,,,,,,,Heath,Hembree,Richard Heath,220,76,R,R
hemined01,1893,5,8,USA,MI,Sheridan,1969,7,5,USA,MI,Grand Rapids,Ed,Hemingway,Edson Marshall,165,71,B,R
hemmige01,1868,12,15,USA,OH,Carrollton,1930,6,3,USA,MA,Springfield,George,Hemming,George Earl,170,71,R,R
hemonro99,1929,10,26,USA,RI,Central Falls,2021,12,12,,,,Roland,Hemond,Roland,,,,
hemonsc01,1965,11,18,USA,MA,Taunton,,,,,,,Scott,Hemond,Scott Mathew,205,72,R,R
hempdu01,1862,12,27,USA,MO,St. Louis,1923,3,3,USA,MO,St. Louis,Ducky,Hemp,William H.,136,67,,
hemphbr01,1971,12,17,USA,CA,Santa Clara,,,,,,,Bret,Hemphill,Bret Ryan,200,75,B,R
hemphch01,1876,4,20,USA,MI,Greenville,1953,6,22,USA,MI,Detroit,Charlie,Hemphill,Charles Judson,160,69,L,L
hemphfr01,1878,5,13,USA,MI,Greenville,1950,11,16,USA,IL,Chicago,Frank,Hemphill,Frank Vernon,165,71,R,R
hemslro01,1907,6,24,USA,OH,Syracuse,1972,7,31,USA,DC,Washington,Rollie,Hemsley,Ralston Burdett,170,70,R,R
hemusso01,1923,4,17,USA,AZ,Phoenix,2017,10,2,USA,TX,Houston,Solly,Hemus,Solomon Joseph,165,69,L,R
hendebe01,1899,4,12,USA,TX,Douglasville,1966,6,4,USA,TX,Linden,Bernie,Henderson,Bernard,175,69,R,R
hendebi01,1901,11,4,USA,FL,Pensacola,1966,10,6,USA,FL,Pensacola,Bill,Henderson,William Maxwell,190,72,R,R
hendebi99,1857,9,16,USA,MD,Baltimore,1929,10,27,USA,MD,Fullerton,Bill,Henderson,William C.,,,,
hendeda01,1958,7,21,USA,CA,Merced,2015,12,27,USA,WA,Seattle,Dave,Henderson,David Lee,210,74,R,R
hendeed01,1884,12,25,USA,NJ,Newark,1964,1,15,USA,NY,New York,Ed,Henderson,Edward J.,168,69,L,L
hendeha01,1862,10,31,USA,PA,Philadelphia,1903,2,6,USA,PA,Philadelphia,Hardie,Henderson,James Harding,194,70,R,R
hendeji01,1982,10,21,CAN,AB,Calgary,,,,,,,Jim,Henderson,James Duffy,220,77,L,R
hendejo01,1946,7,4,USA,MS,Lake Cormorant,,,,,,,Joe,Henderson,Joseph Lee,195,74,L,R
hendeke01,1946,6,15,USA,IA,Carroll,,,,,,,Ken,Henderson,Kenneth Joseph,180,74,B,R
henderi01,1958,12,25,USA,IL,Chicago,,,,,,,Rickey,Henderson,Rickey Nelson Henley,180,70,R,L
hendero01,1971,3,11,USA,KY,Greensburg,,,,,,,Rod,Henderson,Rodney Wood,195,76,R,R
hendest01,1952,11,18,USA,TX,Houston,,,,,,,Steve,Henderson,Steven Curtis,190,74,R,R
hendlbo01,1939,4,30,USA,GA,Macon,,,,,,,Bob,Hendley,Charles Robert,190,74,R,L
hendrbe01,1981,2,4,USA,MN,St. Cloud,,,,,,,Ben,Hendrickson,Benjamin John,190,76,R,R
hendrcl01,1889,4,13,USA,KS,Olathe,1944,3,22,USA,PA,Allentown,Claude,Hendrix,Claude Raymond,195,72,R,R
hendrdo01,1913,7,14,USA,IN,Kewanna,1977,1,19,USA,VA,Norfolk,Don,Hendrickson,Donald William,204,74,R,R
hendred01,1885,6,20,USA,MI,Zeeland,1930,11,28,USA,MI,Jackson,Ed,Hendricks,Edward,200,75,L,L
hendrel01,1940,12,22,V.I.,St. Thomas,Charlotte Amalie,2005,12,21,USA,MD,Glen Burnie,Elrod,Hendricks,Elrod Jerome,175,73,L,R
hendrge01,1949,10,18,USA,CA,Los Angeles,,,,,,,George,Hendrick,George Andrew,195,75,R,R
hendrha01,1897,11,9,USA,TN,Mason,1941,10,29,USA,TN,Covington,Harvey,Hendrick,Harvey,190,74,L,R
hendrja01,1875,4,9,USA,IL,Joliet,1943,5,13,USA,IL,Chicago,Jack,Hendricks,John Charles,160,71,L,L
hendrky01,1989,12,7,USA,CA,Newport Beach,,,,,,,Kyle,Hendricks,Kyle Christian,190,75,R,R
hendrli01,1989,2,10,Australia,Western Australia,Perth,,,,,,,Liam,Hendriks,Liam Johnson,235,72,R,R
hendrma01,1974,6,23,USA,WA,Mount Vernon,,,,,,,Mark,Hendrickson,Mark Allan,240,81,L,L
hendrry01,1994,12,16,USA,TX,Lufkin,,,,,,,Ryan,Hendrix,Ryan Matthew,215,75,R,R
hendrti01,1891,1,31,USA,IL,Le Roy,1957,8,14,USA,TX,Corpus Christi,Tim,Hendryx,Timothy Green,170,69,R,R
hengeda01,1961,12,18,USA,CA,Oakland,,,,,,,Dave,Hengel,David Lee,185,72,R,R
hengled99,1855,9,15,USA,IL,Chicago,1927,11,4,United Kingdom,Norfolk,Norwich,Ed,Hengel,Edward Siegfried,,,,
henglmo01,1857,10,7,USA,IL,Chicago,1924,12,11,USA,IL,River Forest,Moxie,Hengel,Emery J.,144,68,R,
heniola01,1899,6,7,USA,CA,Eureka,1955,7,22,USA,CA,San Luis Obispo,Lafayette,Henion,Lafayette Marion,154,71,R,R
henketo01,1957,12,21,USA,MO,Kansas City,,,,,,,Tom,Henke,Thomas Anthony,215,77,R,R
henlebo01,1973,1,30,USA,AL,Mobile,,,,,,,Bob,Henley,Robert Clifton,190,74,R,R
henlega01,1928,10,15,USA,KS,Wichita,,,,,,,Gail,Henley,Gail Curtice,180,69,L,R
henlewe01,1880,10,25,USA,GA,Jasper,1960,11,16,USA,FL,Palatka,Weldon,Henley,Weldon,175,72,R,R
henlibu01,1894,12,20,USA,IN,Fort Wayne,1957,10,9,USA,FL,Sarasota,Butch,Henline,Walter John,175,70,R,R
hennebr01,1980,2,7,USA,OH,Toledo,,,,,,,Brad,Hennessey,Brad Martin,195,74,R,R
hennege01,1907,10,28,USA,PA,Slatington,1988,1,15,USA,NJ,Princeton,George,Hennessey,George,168,70,R,R
hennele01,1893,12,12,USA,MA,Lynn,1976,11,20,USA,NY,New York,Les,Hennessy,Lester Baker,190,72,R,R
hennemi01,1961,12,11,USA,MO,St. Charles,,,,,,,Mike,Henneman,Michael Alan,205,76,R,R
hennipe01,1887,12,28,USA,IN,Crown Point,1939,11,4,USA,IN,Dyer,Pete,Henning,Ernest Herman,185,71,R,R
henniph01,1946,4,10,USA,TX,Jasper,2016,6,17,USA,TX,Center,Phil,Hennigan,Phillip Winston,185,71,R,R
hennira01,1965,12,16,USA,CA,Clearlake,,,,,,,Randy,Hennis,Randall Philip,220,78,R,R
henniri01,1948,1,11,USA,NE,Hastings,,,,,,,Rick,Henninger,Richard Lee,225,78,R,R
hennse01,1981,4,23,USA,TX,Fort Worth,,,,,,,Sean,Henn,Sean Michael,235,75,R,L
henribo01,1938,12,24,USA,KS,Lawrence,,,,,,,Bobby,Henrich,Robert Edward,185,73,R,R
henrifr01,1899,5,8,USA,OH,Cincinnati,1959,5,1,USA,PA,Philadelphia,Fritz,Henrich,Frank Wilde,160,70,L,L
henriol01,1888,4,26,Denmark,,Kirkerup,1962,10,17,USA,MA,Norwood,Olaf,Henriksen,Olaf,158,67,L,L
henrios01,1974,1,28,Venezuela,La Guaira,La Guaira,,,,,,,Oscar,Henriquez,Oscar Eduardo,220,78,R,R
henrito01,1913,2,20,USA,OH,Massillon,2009,12,1,USA,OH,Beavercreek,Tommy,Henrich,Thomas David,180,72,L,L
henrybi01,1927,10,15,USA,TX,Alice,2014,4,11,USA,TX,Round Rock,Bill,Henry,William Rodman,180,74,L,L
henrybi02,1942,2,15,USA,CA,Long Beach,,,,,,,Bill,Henry,William Francis,195,75,L,L
henrybu01,1968,10,7,USA,TX,El Paso,,,,,,,Butch,Henry,Floyd Bluford,195,73,L,L
henrydo01,1963,12,10,USA,CA,Sacramento,,,,,,,Doug,Henry,Richard Douglas,185,76,R,R
henrydu01,1902,5,12,USA,OH,Cleveland,1968,8,23,USA,OH,Cleveland,Dutch,Henry,Frank John,175,73,L,L
henrydw01,1962,2,16,USA,MD,Elkton,,,,,,,Dwayne,Henry,Dwayne Allen,205,75,R,R
henryea01,1917,6,10,USA,OH,Roseville,2002,12,10,USA,OH,Zanesville,Earl,Henry,Earl Clifford,172,71,L,L
henryge01,1863,8,10,USA,PA,Philadelphia,1934,12,30,USA,MA,Lynn,George,Henry,George Washington,180,69,R,R
henryji01,1910,6,26,USA,VA,Danville,1976,8,15,USA,TN,Memphis,Jim,Henry,James Francis,175,74,R,R
henryjo01,1863,9,2,USA,MA,Springfield,1939,6,11,USA,CT,Hartford,John,Henry,John Michael,,,R,R
henryjo02,1889,12,26,USA,MA,Amherst,1941,11,24,USA,AZ,Fort Huachuca,John,Henry,John Park,180,72,R,R
henrypa01,1997,6,24,USA,UT,American Fork,,,,,,,Payton,Henry,Payton Anthony,215,74,R,R
henryro01,1936,8,7,USA,PA,Chester,2016,5,14,USA,CO,Denver,Ron,Henry,Ronald Baxter,180,73,R,R
henrysn01,1895,7,19,USA,NC,Waynesville,1987,10,12,USA,NC,Wendell,Snake,Henry,Frederick Marshall,170,72,L,L
henshro01,1911,7,29,USA,IL,Chicago,1993,6,8,USA,IL,La Grange,Roy,Henshaw,Roy Kniklebine,155,68,R,L
hensiph01,1901,10,13,USA,MO,St. Louis,1972,2,21,USA,MO,St. Louis,Phil,Hensiek,Philip Frank,160,72,R,R
henslch01,1959,3,11,USA,CA,Tulare,,,,,,,Chuck,Hensley,Charles Floyd,190,75,L,L
henslcl01,1979,8,31,USA,TX,Tomball,,,,,,,Clay,Hensley,Clayton Allen,190,71,R,R
henslma01,1978,8,18,USA,CA,San Diego,,,,,,,Matt,Hensley,Matthew Davis,220,74,R,R
hensodr01,1980,2,13,USA,CA,San Diego,,,,,,,Drew,Henson,Drew Daniel,222,77,R,R
hentgpa01,1968,11,13,USA,MI,Detroit,,,,,,,Pat,Hentgen,Patrick George,210,74,R,R
hentgsa01,1996,7,18,USA,MN,Maplewood,,,,,,,Sam,Hentges,Samuel David,245,78,L,L
heplebi01,1945,9,25,USA,VA,Covington,,,,,,,Bill,Hepler,William Lewis,160,72,L,L
herbeer01,1887,1,30,USA,MO,Breckenridge,1968,1,13,USA,TX,Dallas,Ernie,Herbert,Earn Albert,165,70,R,R
herbefr01,1887,3,4,USA,IL,La Grange,1963,5,29,USA,FL,Tice,Fred,Herbert,Frederick,185,72,R,R
herbera01,1929,12,15,USA,MI,Detroit,,,,,,,Ray,Herbert,Raymond Ernest,185,71,R,R
herbero01,1938,1,16,USA,CO,Denver,2000,1,20,USA,WA,Tacoma,Ron,Herbel,Ronald Samuel,195,73,R,R
heredfe01,1975,6,18,D.R.,Barahona,Barahona,,,,,,,Felix,Heredia,Felix,180,72,L,L
heredgi01,1965,10,26,USA,AZ,Nogales,,,,,,,Gil,Heredia,Gilbert,190,73,R,R
heredgu01,1991,1,31,Cuba,Matanzas,Matanzas,,,,,,,Guillermo,Heredia,Guillermo,195,70,R,L
heredub01,1956,5,4,Venezuela,Bolivar,Ciudad Bolivar,,,,,,,Ubaldo,Heredia,Ubaldo Jose,180,74,R,R
heredwi01,1972,3,30,D.R.,La Romana,La Romana,,,,,,,Wilson,Heredia,Wilson,175,72,R,R
hergeji01,1993,9,9,USA,FL,Tampa,,,,,,,Jimmy,Herget,Jimmy Matthew,170,75,R,R
hergema01,1970,4,1,USA,IL,Champaign,,,,,,,Matt,Herges,Matthew Tyler,200,72,L,R
hermaal01,1899,3,28,USA,NJ,Milltown,1980,8,20,USA,DE,Lewes,Al,Hermann,Albert Bartel,180,72,R,R
hermaar01,1871,5,11,USA,KY,Louisville,1955,9,20,USA,CA,Los Angeles,Art,Herman,Arthur,,,,
hermaba01,1903,6,26,USA,NY,Buffalo,1987,11,27,USA,CA,Glendale,Babe,Herman,Floyd Caves,190,76,L,L
hermabi01,1909,7,7,USA,IN,New Albany,1992,9,5,USA,FL,West Palm Beach,Billy,Herman,William Jennings Bryan,180,71,R,R
hermach01,1977,9,10,USA,UT,Salt Lake City,,,,,,,Chad,Hermansen,Chad Bruce,185,74,R,R
hermadu01,1972,12,21,USA,OH,Springfield,,,,,,,Dustin,Hermanson,Dustin Michael,195,75,R,R
hermage01,1920,5,11,USA,MA,Pittsfield,2010,8,9,USA,FL,Homosassa Springs,Gene,Hermanski,Eugene Victor,185,71,L,R
hermije01,1984,1,30,USA,GA,Atlanta,,,,,,,Jeremy,Hermida,Jeremy Ryan,220,75,L,R
hermomi01,1995,1,17,USA,AZ,Mesa,,,,,,,Michael,Hermosillo,Michael,205,72,R,R
hermore01,1947,10,1,Venezuela,Carabobo,Puerto Cabello,2020,8,22,Venezuela,Carabobo,Puerto Cabello,Remy,Hermoso,Angel Remigio,155,68,R,R
hernaad01,1975,3,25,Cuba,La Habana,La Habana,,,,,,,Adrian,Hernandez,Adrian R.,185,73,R,R
