year,category,winner,entity
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To NAT TIFFEN of Tiffen Manufacturing Corporation for the production of high-quality, durable, laminated color filters for motion picture photography."
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To DONALD TRUMBULL, JONATHAN ERLAND, STEPHEN FOG and PAUL BURK of Apogee, Incorporated, for the design and development of the ""Blue Max"" high-power, blue-flux projector for traveling matte composite photography."
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JONATHAN ERLAND and ROBERT BEALMEAR of Apogee, Incorporated, for an innovative design for front projection screens and an improved method for their construction."
1984,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To HOWARD J. PRESTON of Preston Cinema Systems for the design and development of a variable speed control device with automatic exposure compensation for motion picture cameras.
1985,ACTOR IN A LEADING ROLE,TRUE,William Hurt
1985,ACTOR IN A SUPPORTING ROLE,TRUE,Don Ameche
1985,ACTRESS IN A LEADING ROLE,TRUE,Geraldine Page
1985,ACTRESS IN A SUPPORTING ROLE,TRUE,Anjelica Huston
1985,ART DIRECTION,TRUE,Out of Africa
1985,CINEMATOGRAPHY,TRUE,Out of Africa
1985,COSTUME DESIGN,TRUE,Ran
1985,DIRECTING,TRUE,Out of Africa
1985,DOCUMENTARY (Feature),TRUE,Broken Rainbow
1985,DOCUMENTARY (Short Subject),TRUE,Witness to War: Dr. Charlie Clements
1985,FILM EDITING,TRUE,Witness
1985,FOREIGN LANGUAGE FILM,TRUE,The Official Story
1985,MAKEUP,TRUE,Mask
1985,MUSIC (Original Score),TRUE,Out of Africa
1985,MUSIC (Original Song),TRUE,White Nights
1985,BEST PICTURE,TRUE,Out of Africa
1985,SHORT FILM (Animated),TRUE,Anna & Bella
1985,SHORT FILM (Live Action),TRUE,Molly's Pilgrim
1985,SOUND,TRUE,Out of Africa
1985,SOUND EFFECTS EDITING,TRUE,Back to the Future
1985,VISUAL EFFECTS,TRUE,Cocoon
1985,WRITING (Screenplay Based on Material from Another Medium),TRUE,Out of Africa
1985,WRITING (Screenplay Written Directly for the Screen),TRUE,Witness
1985,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Charles 'Buddy' Rogers
1985,HONORARY AWARD,TRUE,"To Paul Newman, in recognition of his many and memorable compelling screen performances and for his personal integrity and dedication to his craft."
1985,HONORARY AWARD,TRUE,"To Alex North, in recognition of his brilliant artistry in the creation of memorable music for a host of distinguished motion pictures."
1985,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To IMAX SYSTEMS CORPORATION for a method of filming and exhibiting high-fidelity, large-format, wide angle motion pictures."
1985,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To ERNST NETTMANN of E.F. Nettmann & Associates for the invention, and to EDWARD PHILLIPS and CARLOS DeMATTOS of Matthews Studio Equipment, Inc. for the development, of the Cam-Remote for motion picture photography."
1985,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To MYRON GORDIN, JOE P. CROOKHAM, JIM DROST and DAVID CROOKHAM of Musco Mobile Lighting, Ltd., for the invention of a method of transporting adjustable, high-intensity luminaires and their application to the motion picture industry."
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To DAVID W. SPENCER for the development of an Animation Photo Transfer (APT) process.
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To HARRISON & HARRISON, OPTICAL ENGINEERS, for the invention and development of Harrison Diffusion filters for motion picture photography."
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To LARRY BARTON of Cinematography Electronics, Inc., for a Precision Speed Crystal-Controlled Device for motion picture photography."
1985,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To ALAN LANDAKER of The Burbank Studios for the Mark III Camera Drive for motion picture photography.
1985,MEDAL OF COMMENDATION,TRUE,"To John H. Whitney, Sr. for Cinematic Pioneering."
1986,ACTOR IN A LEADING ROLE,TRUE,Paul Newman
1986,ACTOR IN A SUPPORTING ROLE,TRUE,Michael Caine
1986,ACTRESS IN A LEADING ROLE,TRUE,Marlee Matlin
1986,ACTRESS IN A SUPPORTING ROLE,TRUE,Dianne Wiest
1986,ART DIRECTION,TRUE,A Room with a View
1986,CINEMATOGRAPHY,TRUE,The Mission
1986,COSTUME DESIGN,TRUE,A Room with a View
1986,DIRECTING,TRUE,Platoon
1986,DOCUMENTARY (Feature),TRUE,Artie Shaw: Time Is All You've Got
1986,DOCUMENTARY (Feature),TRUE,Down and Out in America
1986,DOCUMENTARY (Short Subject),TRUE,"Women--for America, for the World"
1986,FILM EDITING,TRUE,Platoon
1986,FOREIGN LANGUAGE FILM,TRUE,The Assault
1986,MAKEUP,TRUE,The Fly
1986,MUSIC (Original Score),TRUE,'Round Midnight
1986,MUSIC (Original Song),TRUE,Top Gun
1986,BEST PICTURE,TRUE,Platoon
1986,SHORT FILM (Animated),TRUE,A Greek Tragedy
1986,SHORT FILM (Live Action),TRUE,Precious Images
1986,SOUND,TRUE,Platoon
1986,SOUND EFFECTS EDITING,TRUE,Aliens
1986,VISUAL EFFECTS,TRUE,Aliens
1986,WRITING (Screenplay Based on Material from Another Medium),TRUE,A Room with a View
1986,WRITING (Screenplay Written Directly for the Screen),TRUE,Hannah and Her Sisters
1986,HONORARY AWARD,TRUE,To Ralph Bellamy for his unique artistry and his distinguished service to the profession of acting.
1986,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Steven Spielberg
1986,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To BRAN FERREN, CHARLES HARRISON and KENNETH WISNER of Associates and Ferren for the concept and design of an advanced optical printer."
1986,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To RICHARD BENJAMIN GRANT and RON GRANT of Auricle Control Systems for their invention of the Film Composer's Time Processor.
1986,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To ANTHONY D. BRUNO and JOHN L. BAPTISTA of Metro-Goldwyn-Mayer Laboratories Incorporated and to MANFRED G. MICHELSON and BRUCE W. KELLER of Technical Film Systems, Incorporated, for the design and engineering of a Continuous-Feed Printer."
1986,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To ROBERT GREENBERG, JOEL HYNEK and EUGENE MAMUT of R/Greenberg Associates, Incorporated, and to DR. ALFRED THUMIM, ELAN LIPSCHITZ and DARRYL A. ARMOUR of the Oxberry Division of Richmark Camera Service, Incorporated, for the design and development of the RGA/Oxberry Compu-Quad Special Effects Optical Printer."
1986,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To PROFESSOR FRITZ SENNHEISER of Sennheiser Electronic Corporation for the invention of an interference tube directional microphone.
1986,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To RICHARD EDLUND, GENE WHITEMAN, DAVID GRAFTON, MARK WEST, JERRY JEFFRESS and BOB WILCOX of Boss Film Corporation for the design and development of a Zoom Aerial (ZAP) 65mm Optical Printer."
1986,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To WILLIAM L. FREDRICK and HAL NEEDHAM for the design and development of the Shotmaker Elite camera car and crane.
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To LEE ELECTRIC (LIGHTING) LIMITED for the design and development of an electronic, flicker-free, discharge lamp control system."
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To PETER D. PARKS of Oxford Scientific Films' Image Quest Division for the development of a live aero-compositor for special effects photography.
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To MATT SWEENEY and LUCINDA STRUB for the development of an automatic capsule gun for simulating bullet hits for motion picture special effects.
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To CARL HOLMES of Carl E. Holmes Company and to ALEXANDER BRYCE of The Burbank Studios for the development of a mobile DC power supply unit for motion picture production photography.
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To BRAN FERREN of Associates and Ferren for the development of a laser synchro-cue system for applications in the motion picture industry.
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JOHN L. BAPTISTA of Metro-Goldwyn-Mayer Laboratories, Inc. for the development and installation of a computerized silver recovery operation."
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To DAVID W. SAMUELSON for the development of programs incorporated into a pocket computer for motion picture cinematographers, and to WILLIAM B. POLLARD for contributing new algorithms on which the programs are based."
1986,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To HAL LANDAKER and ALAN LANDAKER of The Burbank Studios for the development of the Beat System low-frequency cue track for motion picture production sound recording.
1986,MEDAL OF COMMENDATION,TRUE,To E. M. (Al) Lewis in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.
1987,ACTOR IN A LEADING ROLE,TRUE,Michael Douglas
1987,ACTOR IN A SUPPORTING ROLE,TRUE,Sean Connery
1987,ACTRESS IN A LEADING ROLE,TRUE,Cher
1987,ACTRESS IN A SUPPORTING ROLE,TRUE,Olympia Dukakis
1987,ART DIRECTION,TRUE,The Last Emperor
1987,CINEMATOGRAPHY,TRUE,The Last Emperor
1987,COSTUME DESIGN,TRUE,The Last Emperor
1987,DIRECTING,TRUE,The Last Emperor
1987,DOCUMENTARY (Feature),TRUE,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table
1987,DOCUMENTARY (Short Subject),TRUE,Young at Heart
1987,FILM EDITING,TRUE,The Last Emperor
1987,FOREIGN LANGUAGE FILM,TRUE,Babette's Feast
1987,MAKEUP,TRUE,Harry and the Hendersons
1987,MUSIC (Original Score),TRUE,The Last Emperor
1987,MUSIC (Original Song),TRUE,Dirty Dancing
1987,BEST PICTURE,TRUE,The Last Emperor
1987,SHORT FILM (Animated),TRUE,The Man Who Planted Trees
1987,SHORT FILM (Live Action),TRUE,Ray's Male Heterosexual Dance Hall
1987,SOUND,TRUE,The Last Emperor
1987,VISUAL EFFECTS,TRUE,Innerspace
1987,WRITING (Screenplay Based on Material from Another Medium),TRUE,The Last Emperor
1987,WRITING (Screenplay Written Directly for the Screen),TRUE,Moonstruck
1987,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),TRUE,RoboCop
1987,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Billy Wilder
1987,GORDON E. SAWYER AWARD,TRUE,Fred Hynes
1987,SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit),TRUE,To BERNHARD KÃœHL and WERNER BLOCK and to the OSRAM GmbH RESEARCH AND DEVELOPMENT DEPARTMENT for the invention and the continuing improvement of the OSRAM HMI light source for motion picture photography.
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To WILLI BURTH and KINOTONE CORPORATION for the invention and development of the Non-rewind Platter System for motion picture presentations.
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To MONTAGE GROUP, LTD. for the development, and to RONALD C. BARKER and CHESTER L. SCHULER for the invention, of the Montage Picture Processor electronic film editing system."
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To COLIN F. MOSSMAN and RANK FILM LABORATORIES' DEVELOPMENT GROUP for creating a fully-automated, film handling system for improving productivity of high speed film processing."
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To EASTMAN KODAK COMPANY for the development of Eastman Color High Speed Daylight Negative Film 5297/7297.
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To EASTMAN KODAK COMPANY for the development of Eastman Color High Speed SA Negative Film 5295 for blue-screen traveling matte photography.
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To FRITZ GABRIEL BAUER for the invention and development of the improved features of the Moviecam Camera System.
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To ZORAN PERISIC of Courier Films Ltd. for the Zoptic dual-zoom front projection system for visual effects photography.
1987,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,To the CARL ZEISS COMPANY for the design and development of a series of super-speed lenses for motion picture photography.
1987,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To IOAN ALLEN of Dolby Laboratories, Inc., for the Cat. 43 playback-only noise reduction unit and its practical application to motion picture sound recordings."
1987,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JOHN EPPOLITO, WALLY GENTLEMAN, WILLIAM MESA, LES PAUL ROBLEY and GEOFFREY H. WILLIAMSON for refinements to a dual screen, front projection, image-compositing system."
1987,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JAN JACOBSEN for the application of a dual screen, front projection system to motion picture special effects photography."
1987,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To THAINE MORRIS and DAVID PIER for the development of DSC Spark Devices for motion picture special effects.
1987,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To TADEUZ KRZANOWSKI of Industrial Light and Magic, Inc., for the development of a Wire Rig Model Support Mechanism used to control the movements of miniatures in special effects."
1987,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To DAN C. NORRIS and TIM COOK of Norris Film Products for the development of a single-frame exposure system for motion picture photography.
1988,ACTOR IN A LEADING ROLE,TRUE,Dustin Hoffman
1988,ACTOR IN A SUPPORTING ROLE,TRUE,Kevin Kline
1988,ACTRESS IN A LEADING ROLE,TRUE,Jodie Foster
1988,ACTRESS IN A SUPPORTING ROLE,TRUE,Geena Davis
1988,ART DIRECTION,TRUE,Dangerous Liaisons
1988,CINEMATOGRAPHY,TRUE,Mississippi Burning
1988,COSTUME DESIGN,TRUE,Dangerous Liaisons
1988,DIRECTING,TRUE,Rain Man
1988,DOCUMENTARY (Feature),TRUE,Hotel Terminus: The Life and Times of Klaus Barbie
1988,DOCUMENTARY (Short Subject),TRUE,You Don't Have to Die
1988,FILM EDITING,TRUE,Who Framed Roger Rabbit
1988,FOREIGN LANGUAGE FILM,TRUE,Pelle the Conqueror
1988,MAKEUP,TRUE,Beetlejuice
1988,MUSIC (Original Score),TRUE,The Milagro Beanfield War
1988,MUSIC (Original Song),TRUE,Working Girl
1988,BEST PICTURE,TRUE,Rain Man
1988,SHORT FILM (Animated),TRUE,Tin Toy
1988,SHORT FILM (Live Action),TRUE,The Appointments of Dennis Jennings
1988,SOUND,TRUE,Bird
1988,SOUND EFFECTS EDITING,TRUE,Who Framed Roger Rabbit
1988,VISUAL EFFECTS,TRUE,Who Framed Roger Rabbit
1988,WRITING (Screenplay Based on Material from Another Medium),TRUE,Dangerous Liaisons
1988,WRITING (Screenplay Written Directly for the Screen),TRUE,Rain Man
1988,SPECIAL ACHIEVEMENT AWARD,TRUE,To Richard Williams for the animation direction of Who Framed Roger Rabbit .
1988,HONORARY AWARD,TRUE,"To the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic, creative and technological activity and excellence in every area of film making."
1988,HONORARY AWARD,TRUE,To Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.
1988,GORDON E. SAWYER AWARD,TRUE,Gordon Henry Cook
1988,SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit),TRUE,To RAY DOLBY and IOAN ALLEN of Dolby Laboratories Incorporated for their continuous contributions to motion picture sound through the research and development programs of Dolby Laboratories.
1988,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To ROY W. EDWARDS and the ENGINEERING STAFF OF PHOTO-SONICS, INCORPORATED for the design and development of the Photo-Sonics 35mm-4ER High-Speed Motion Picture Camera with Reflex Viewing and Video Assist."
1988,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To the ARNOLD & RICHTER ENGINEERING STAFF, OTTO BLASCHEK and ARRIFLEX CORPORATION for the concept and engineering of the Arriflex 35-3 Motion Picture Camera."
1988,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To BILL TONDREAU of Tondreau Systems / to ALVAH MILLER and PAUL JOHNSON of Lynx Robotics / to PETER A. REGLA of Elicon / to DAN SLATER / to BUD ELAM, JOE PARKER and BILL BRYAN of Interactive Motion Control / and to JERRY JEFFRESS, RAY FEENEY, BILL HOLLAND and KRIS BROWN for their individual contributions and the collective advancements they have brought to the motion picture industry in the field of motion control technology."
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To GRANT LOUCKS of Alan Gordon Enterprises Incorporated for the design concept, and to GEOFFREY H. WILLIAMSON of Wilcam for the mechanical and electrical engineering, of the Image 300 35mm High-Speed Motion Picture Camera."
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To MICHAEL V. CHEWEY, III for the development of the motion picture industry's first paper tape reader incorporating microprocessor technology."
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To BHP, INC., successor to the Bell & Howell Professional Equipment Division, for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories."
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To HOLLYWOOD FILM COMPANY for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories.
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To BRUCE W. KELLER and MANFRED G. MICHELSON of Technical Film Systems for the design and development of a high-speed light valve controller and constant current power supply for motion picture laboratories.
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To DR. ANTAL LISZIEWICZ and GLENN M. BERGGREN of ISCO-OPTIC GmbH for the design and development of the Ultra-Star series of motion picture lenses.
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JAMES K. BRANCH of Spectra Cine, Incorporated, and to WILLIAM L. BLOWERS and NASIR J. ZAIDI for the design and development of the Spectra CineSpot one-degree spotmeter for measuring the brightness of motion picture screens."
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To BOB BADAMI, DICK BERNSTEIN and BILL BERNSTEIN of Offbeat Systems for the design and development of the Streamline Scoring System, Mark IV, for motion picture music editing."
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To GARY ZELLER of Zeller International Limited for the development of Zel-Jel fire protection barrier for motion picture stunt work.
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To EMANUEL TRILLING of Trilling Resources Limited for the development of Stunt-Gel fire protection barrier for motion picture stunt work.
1988,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To PAUL A. ROOS for the invention of a method known as Video Assist, whereby a scene being photographed on motion picture film can be viewed on a monitor and/or recorded on video tape."
1989,ACTOR IN A LEADING ROLE,TRUE,Daniel Day Lewis
1989,ACTOR IN A SUPPORTING ROLE,TRUE,Denzel Washington
1989,ACTRESS IN A LEADING ROLE,TRUE,Jessica Tandy
1989,ACTRESS IN A SUPPORTING ROLE,TRUE,Brenda Fricker
1989,ART DIRECTION,TRUE,Batman
1989,CINEMATOGRAPHY,TRUE,Glory
1989,COSTUME DESIGN,TRUE,Henry V
1989,DIRECTING,TRUE,Born on the Fourth of July
1989,DOCUMENTARY (Feature),TRUE,Common Threads: Stories from the Quilt
1989,DOCUMENTARY (Short Subject),TRUE,The Johnstown Flood
1989,FILM EDITING,TRUE,Born on the Fourth of July
1989,FOREIGN LANGUAGE FILM,TRUE,Cinema Paradiso
1989,MAKEUP,TRUE,Driving Miss Daisy
1989,MUSIC (Original Score),TRUE,The Little Mermaid
1989,MUSIC (Original Song),TRUE,The Little Mermaid
1989,BEST PICTURE,TRUE,Driving Miss Daisy
1989,SHORT FILM (Animated),TRUE,Balance
1989,SHORT FILM (Live Action),TRUE,Work Experience
1989,SOUND,TRUE,Glory
1989,SOUND EFFECTS EDITING,TRUE,Indiana Jones and the Last Crusade
1989,VISUAL EFFECTS,TRUE,The Abyss
1989,WRITING (Screenplay Based on Material from Another Medium),TRUE,Driving Miss Daisy
1989,WRITING (Screenplay Written Directly for the Screen),TRUE,Dead Poets Society
1989,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Howard W. Koch
1989,HONORARY AWARD,TRUE,"To Akira Kurosawa for accomplishments that have inspired, delighted, enriched and entertained audiences and influenced filmmakers throughout the world."
1989,GORDON E. SAWYER AWARD,TRUE,Pierre Angenieux
1989,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To JAMES KETCHAM of JSK Engineering, for the excellence in engineering and the broad adaptability of the SDA521B Advance/Retard system for magnetic film sound dubbing."
1989,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To J. NOXON LEAVITT, for the invention of, and ISTEC, INCORPORATED, for the continuing development of the Wescam Stabilized Camera System."
1989,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To GEOFFREY H. WILLIAMSON of Wilcam Photo Research, Incorporated, for the design and development, and to ROBERT D. AUGUSTE for the electronic design and development of the Wilcam W-7 200 frames-per-second VistaVision Rotating Mirror Reflex Camera."
1989,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To J. L. FISHER of J. L. Fisher, Incorporated, for the design and manufacture of a small, mobile motion picture camera platform known as the Fisher Model Ten Dolly."
1989,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To KLAUS RESCH for the design, ERICH FITZ and FGV SCHMIDLE & FITZ for the development of the Super Panther MS-180 Camera Dolly."
1989,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To DR. LEO CATOZZO for the design and development of the CIR-Catozzo Self-Perforating Adhesive Tape Film Splicer.
1989,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To MAGNA-TECH ELECTRONIC COMPANY for the introduction of the first remotely controlled Advance/Retard function for magnetic film sound dubbing.
1989,AWARD OF COMMENDATION,TRUE,"The Academy of Motion Picture Arts and Sciences' Board of Governors commends the contributions of the members of the engineering committees of the Society of Motion Picture and Television Engineers (SMPTE).  By establishing industry standards, they have greatly contributed to making film a primary form of international communication."
1990,ACTOR IN A LEADING ROLE,TRUE,Jeremy Irons
1990,ACTOR IN A SUPPORTING ROLE,TRUE,Joe Pesci
1990,ACTRESS IN A LEADING ROLE,TRUE,Kathy Bates
1990,ACTRESS IN A SUPPORTING ROLE,TRUE,Whoopi Goldberg
1990,ART DIRECTION,TRUE,Dick Tracy
1990,CINEMATOGRAPHY,TRUE,Dances With Wolves
1990,COSTUME DESIGN,TRUE,Cyrano de Bergerac
1990,DIRECTING,TRUE,Dances With Wolves
1990,DOCUMENTARY (Feature),TRUE,American Dream
1990,DOCUMENTARY (Short Subject),TRUE,Days of Waiting
1990,FILM EDITING,TRUE,Dances With Wolves
1990,FOREIGN LANGUAGE FILM,TRUE,Journey of Hope
1990,MAKEUP,TRUE,Dick Tracy
1990,MUSIC (Original Score),TRUE,Dances With Wolves
1990,MUSIC (Original Song),TRUE,Dick Tracy
1990,BEST PICTURE,TRUE,Dances With Wolves
1990,SHORT FILM (Animated),TRUE,Creature Comforts
1990,SHORT FILM (Live Action),TRUE,The Lunch Date
1990,SOUND,TRUE,Dances With Wolves
1990,SOUND EFFECTS EDITING,TRUE,The Hunt for Red October
1990,WRITING (Screenplay Based on Material from Another Medium),TRUE,Dances With Wolves
1990,WRITING (Screenplay Written Directly for the Screen),TRUE,Ghost
1990,SPECIAL ACHIEVEMENT AWARD (Visual Effects),TRUE,Total Recall
1990,HONORARY AWARD,TRUE,"To Sophia Loren, one of the genuine treasures of world cinema who, in a career rich with memorable performances, has added permanent luster to our art form."
1990,HONORARY AWARD,TRUE,"To Myrna Loy, in recognition of her extraordinary qualities both on screen and off, with appreciation for a lifetime's worth of indelible performances."
1990,IRVING G. THALBERG MEMORIAL AWARD,TRUE,David Brown and Richard D. Zanuck
1990,GORDON E. SAWYER AWARD,TRUE,Stefan Kudelski
1990,SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit),TRUE,To EASTMAN KODAK COMPANY for the development of T-Grain technology and the introduction of EXR color negative films which utilize this technology.
1990,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To BRUCE WILTON and CARLOS ICINKOFF of Mechanical Concepts, Incorporated, for the development of the Mechanical Concepts Optical Printer Platform."
1990,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To the ENGINEERING DEPARTMENT OF ARNOLD & RICHTER for the continued design improvements of the Arriflex BL Camera System, culminating in the 35BL-4S model."
1990,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To the FUJI PHOTO FILM COMPANY, LIMITED, for the development and introduction of the F-Series of color negative films covering the range of film speeds from EI 64 to EI 500."
1990,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To MANFRED G. MICHELSON of Technical Film Systems, Incorporated, for the design and development of the first sprocket-driven film transport system for color print film processors which permits transport speeds in excess of 600 feet per minute."
1990,SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award),TRUE,"To JOHN W. LANG, WALTER HRASTNIK and CHARLES J. WATSON of Bell and Howell Company for the development and manufacture of a modular continuous contact motion picture film printer."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To WILLIAM L. BLOWERS of Belco Associates, Incorporated and THOMAS F. DENOVE for the development and manufacture of the Belco/Denove Cinemeter.  This digital/analog exposure meter was specifically and uniquely designed for the cinematographer."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To IAIN NEIL for optical design; TAKUO MIYAGISHIMA for the mechanical design; and PANAVISION, INCORPORATED, for the concept and development of the Primo Series of spherical prime lenses for 35mm cinematography."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To CHRISTOPHER S. GILMAN and HARVEY HUBERT, JR. of the Diligent Dwarves Effects Lab for the development of the Actor Climate System, consisting of heat-transferring undergarments."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To JIM GRAVES of J&G Enterprises for the development of the Cool Suit System, consisting of heat-transferring undergarments."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To BENGT O. ORHALL, KENNETH LUND, BJORN SELIN and KJELL HOGBERG of AB Film-Teknik for the development and manufacture of the Mark IV film subtitling processor, which has increased the speed, simplified the operation and improved the quality of subtitling."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To RICHARD MULA and PETE ROMANO of HydroImage, Incorporated, for the development of the SeaPar 1200 watt HMI Underwater Lamp."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To DEDO WEIGERT of Dedo Weigert Film GmbH for the development of the Dedolight, a miniature low-voltage tungsten-halogen lighting fixture."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,"To DR. FRED KOLB, JR. and PAUL PREO for the concept and development of a 35mm projection test film."
1990,SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award),TRUE,To PETER BALDWIN for the design; DR. PAUL KIANKHOOY and the LIGHTMAKER COMPANY for the development of the Lightmaker AC/DC HMI Ballast.
